posttyp;periodtyp;år;månad;datum;besöksmål;besökstyp;vuxen;barn;student;pensionär;medlem;rabatt;fri_vuxen;skola;skola_barn;konferens;grupp;total;belopp;intäktstyp;kommun;skolnivå;gruppkategori;betalkategori;betald;dagsrapport;notering
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lomma;Årskurs 2;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;69;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;61;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Övrigt;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;85;ja;;;;;;Helsingborg;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Höör;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;52;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2019;Aug;;kulturenilund;vbesok;;;;;;;;39;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Sep;;kulturenilund;vbesok;;;;;;;;47;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Lomma;Årskurs 2;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;62;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;35;ja;;;;;;Svalöv;Årskurs 2;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;46;ja;;;;;;Övrigt;Årskurs 2;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;56;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2020;Maj;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2020;Jul;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2020;Okt;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Mar;;kulturenilund;vbesok;;;;;;;;53;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Apr;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;41;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Jul;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Aug;;kulturenilund;vbesok;;;;;;;;14;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Sep;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Sep;;kulturenilund;vbesok;;;;;;;;63;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Eslöv;Årskurs 2;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;3;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Burlöv;Årskurs 2;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;89;ja;;;;;;Hörby;Årskurs 2;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jan;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Kristianstad;Årskurs 2;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;71;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Mar;;kulturenilund;vbesok;;;;;;;;82;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Maj;;kulturenilund;vbesok;;;;;;;;12;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;104;ja;;;;;;Hörby;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;55;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;103;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2022;Jul;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Aug;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Sep;;kulturenilund;vbesok;;;;;;;;67;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Sep;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2022;Nov;;kulturenilund;vbesok;;;;;;;;108;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;68;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;82;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Trelleborg;Årskurs 2;;nej;;;
skolbesök;månad;2023;Mar;;kulturenilund;vbesok;;;;;;;;36;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;14;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2023;Jul;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Sep;;kulturenilund;vbesok;;;;;;;;91;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Okt;;kulturenilund;vbesok;;;;;;;;13;ja;;;;;;Bjuv;Årskurs 2;;nej;;;
skolbesök;månad;2023;Okt;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Nov;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2023;Dec;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Höör;Årskurs 2;;nej;;;
skolbesök;månad;2023;Dec;;kulturenilund;vbesok;;;;;;;;42;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2024;Feb;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;129;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Apr;;kulturenilund;vbesok;;;;;;;;79;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;86;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;85;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2024;Jul;;kulturenilund;vbesok;;;;;;;;32;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;45;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Okt;;kulturenilund;vbesok;;;;;;;;93;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;105;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;35;ja;;;;;;Eslöv;Årskurs 2;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;118;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Jan;;kulturenilund;vbesok;;;;;;;;42;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Feb;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Mar;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Mar;;kulturenilund;vbesok;;;;;;;;86;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;5;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2025;Jun;;kulturenilund;vbesok;;;;;;;;32;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Jul;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Aug;;kulturenilund;vbesok;;;;;;;;13;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Okt;;kulturenilund;vbesok;;;;;;;;43;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2025;Nov;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2025;Dec;;kulturenilund;vbesok;;;;;;;;32;ja;;;;;;Eslöv;Årskurs 2;;nej;;;
skolbesök;månad;2025;Dec;;kulturenilund;vbesok;;;;;;;;52;ja;;;;;;Lomma;Årskurs 2;;nej;;;
skolbesök;månad;2025;Dec;;kulturenilund;vbesok;;;;;;;;171;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2026;Feb;;kulturenilund;vbesok;;;;;;;;68;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2026;Mar;;kulturenilund;vbesok;;;;;;;;65;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2026;Mar;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Staffanstorp;Årskurs 2;;nej;;;
skolbesök;månad;2026;Apr;;kulturenilund;vbesok;;;;;;;;19;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Hörby;Årskurs 3;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Lomma;Årskurs 3;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;85;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Höör;Årskurs 3;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;79;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Båstad;Årskurs 3;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Eslöv;Årskurs 3;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;77;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;47;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Helsingborg;Årskurs 3;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Aug;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Lomma;Årskurs 3;;nej;;;
skolbesök;månad;2019;Aug;;kulturenilund;vbesok;;;;;;;;11;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Aug;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2019;Sep;;kulturenilund;vbesok;;;;;;;;95;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;40;ja;;;;;;Lomma;Årskurs 3;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;11;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2019;Nov;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Kävlinge;Årskurs 3;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;43;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Svalöv;Årskurs 3;;nej;;;
skolbesök;månad;2020;Maj;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2020;Maj;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Jun;;kulturenilund;vbesok;;;;;;;;78;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2020;Jun;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Jul;;kulturenilund;vbesok;;;;;;;;34;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Sep;;kulturenilund;vbesok;;;;;;;;445;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Okt;;kulturenilund;vbesok;;;;;;;;55;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2020;Okt;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2020;Nov;;kulturenilund;vbesok;;;;;;;;7;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Feb;;kulturenilund;vbesok;;;;;;;;7;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;42;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;90;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2021;Jun;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Jul;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Eslöv;Årskurs 3;;nej;;;
skolbesök;månad;2021;Jul;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Sep;;kulturenilund;vbesok;;;;;;;;3;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;59;ja;;;;;;Kävlinge;Årskurs 3;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;424;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;82;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;114;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Mar;;kulturenilund;vbesok;;;;;;;;107;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Apr;;kulturenilund;vbesok;;;;;;;;79;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2022;Maj;;kulturenilund;vbesok;;;;;;;;78;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;40;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2022;Aug;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Hörby;Årskurs 3;;nej;;;
skolbesök;månad;2022;Aug;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Sep;;kulturenilund;vbesok;;;;;;;;84;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Okt;;kulturenilund;vbesok;;;;;;;;351;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Nov;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Jan;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Kävlinge;Årskurs 3;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;120;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;3;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2023;Mar;;kulturenilund;vbesok;;;;;;;;358;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Apr;;kulturenilund;vbesok;;;;;;;;87;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;47;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;122;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Östra Göinge;Årskurs 3;;nej;;;
skolbesök;månad;2023;Jul;;kulturenilund;vbesok;;;;;;;;13;ja;;;;;;Helsingborg;Årskurs 3;;nej;;;
skolbesök;månad;2023;Jul;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Sep;;kulturenilund;vbesok;;;;;;;;97;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Okt;;kulturenilund;vbesok;;;;;;;;377;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Nov;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2023;Dec;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Höör;Årskurs 3;;nej;;;
skolbesök;månad;2024;Feb;;kulturenilund;vbesok;;;;;;;;196;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;252;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;19;ja;;;;;;Malmö;Årskurs 3;;nej;;;
skolbesök;månad;2024;Apr;;kulturenilund;vbesok;;;;;;;;188;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;115;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;42;ja;;;;;;Lomma;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;33;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;51;ja;;;;;;Staffanstorp;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;44;ja;;;;;;Svalöv;Årskurs 3;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;39;ja;;;;;;Örkelljunga;Årskurs 3;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;63;ja;;;;;;Höganäs;Årskurs 3;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;46;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;62;ja;;;;;;Trelleborg;Årskurs 3;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;194;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Okt;;kulturenilund;vbesok;;;;;;;;298;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;172;ja;;;;;;Höör;Årskurs 3;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;85;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2025;Feb;;kulturenilund;vbesok;;;;;;;;77;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2025;Mar;;kulturenilund;vbesok;;;;;;;;266;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2025;Apr;;kulturenilund;vbesok;;;;;;;;93;ja;;;;;;Lund;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;49;ja;;;;;;Eslöv;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Hässleholm;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;56;ja;;;;;;Höganäs;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Höör;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;81;ja;;;;;;Kristianstad;Årskurs 3;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lomma;Årskurs 3;;nej;;;
