posttyp;periodtyp;år;månad;datum;besöksmål;besökstyp;vuxen;barn;student;pensionär;medlem;rabatt;fri_vuxen;skola;skola_barn;konferens;grupp;total;belopp;intäktstyp;kommun;skolnivå;gruppkategori;betalkategori;betald;dagsrapport;notering
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;181;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jan;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Eslöv;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jan;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;3;ja;;;;;;Höör;Förskoleklass;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;40;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;123;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Eslöv;Förskoleklass;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;74;ja;;;;;;Staffanstorp;Förskoleklass;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;74;ja;;;;;;Eslöv;Förskoleklass;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;118;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;45;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Helsingborg;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Hörby;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;44;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2019;Sep;;kulturenilund;vbesok;;;;;;;;47;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Sep;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;31;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Nov;;kulturenilund;vbesok;;;;;;;;61;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Nov;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Staffanstorp;Förskoleklass;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;89;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2020;Jan;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;34;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Trelleborg;Förskoleklass;;nej;;;
skolbesök;månad;2020;Mar;;kulturenilund;vbesok;;;;;;;;31;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Apr;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Maj;;kulturenilund;vbesok;;;;;;;;57;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Jul;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Aug;;kulturenilund;vbesok;;;;;;;;13;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2020;Dec;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Apr;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Jun;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Jul;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Aug;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;62;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;34;ja;;;;;;Staffanstorp;Förskoleklass;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Burlöv;Förskoleklass;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;68;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Jan;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;42;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Staffanstorp;Förskoleklass;;nej;;;
skolbesök;månad;2022;Mar;;kulturenilund;vbesok;;;;;;;;123;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Apr;;kulturenilund;vbesok;;;;;;;;6;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Maj;;kulturenilund;vbesok;;;;;;;;79;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Jul;;kulturenilund;vbesok;;;;;;;;5;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Okt;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2022;Nov;;kulturenilund;vbesok;;;;;;;;52;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Jan;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;39;ja;;;;;;Eslöv;Förskoleklass;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;3;ja;;;;;;Kristianstad;Förskoleklass;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Mar;;kulturenilund;vbesok;;;;;;;;19;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Jun;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Jul;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Aug;;kulturenilund;vbesok;;;;;;;;41;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Sep;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Helsingborg;Förskoleklass;;nej;;;
skolbesök;månad;2023;Sep;;kulturenilund;vbesok;;;;;;;;11;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Okt;;kulturenilund;vbesok;;;;;;;;44;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Nov;;kulturenilund;vbesok;;;;;;;;64;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2023;Dec;;kulturenilund;vbesok;;;;;;;;31;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Feb;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;38;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2024;Apr;;kulturenilund;vbesok;;;;;;;;68;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;139;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;46;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Okt;;kulturenilund;vbesok;;;;;;;;46;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Bjuv;Förskoleklass;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Kävlinge;Förskoleklass;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;63;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Mar;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Apr;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Burlöv;Förskoleklass;;nej;;;
skolbesök;månad;2025;Apr;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Bjuv;Förskoleklass;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Höör;Förskoleklass;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;57;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2025;Jul;;kulturenilund;vbesok;;;;;;;;36;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Aug;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Okt;;kulturenilund;vbesok;;;;;;;;30;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Nov;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2025;Nov;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2025;Dec;;kulturenilund;vbesok;;;;;;;;78;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2026;Feb;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2026;Mar;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Lund;Förskoleklass;;nej;;;
skolbesök;månad;2026;Apr;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Malmö;Förskoleklass;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;120;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jan;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Eslöv;Årskurs 1;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;136;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;78;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Maj;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Höör;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jun;;kulturenilund;vbesok;;;;;;;;49;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2019;Jul;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Aug;;kulturenilund;vbesok;;;;;;;;5;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Sep;;kulturenilund;vbesok;;;;;;;;35;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Okt;;kulturenilund;vbesok;;;;;;;;163;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Nov;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2019;Nov;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2019;Dec;;kulturenilund;vbesok;;;;;;;;93;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Jan;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Feb;;kulturenilund;vbesok;;;;;;;;34;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Mar;;kulturenilund;vbesok;;;;;;;;33;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Apr;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Jul;;kulturenilund;vbesok;;;;;;;;6;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Aug;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2020;Sep;;kulturenilund;vbesok;;;;;;;;36;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2020;Okt;;kulturenilund;vbesok;;;;;;;;25;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2020;Okt;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Malmö;Årskurs 1;;nej;;;
skolbesök;månad;2021;Maj;;kulturenilund;vbesok;;;;;;;;55;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2021;Jul;;kulturenilund;vbesok;;;;;;;;5;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2021;Aug;;kulturenilund;vbesok;;;;;;;;4;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2021;Okt;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2021;Nov;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Burlöv;Årskurs 1;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2021;Dec;;kulturenilund;vbesok;;;;;;;;360;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;2;ja;;;;;;Kristianstad;Årskurs 1;;nej;;;
skolbesök;månad;2022;Feb;;kulturenilund;vbesok;;;;;;;;15;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Mar;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2022;Mar;;kulturenilund;vbesok;;;;;;;;101;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Apr;;kulturenilund;vbesok;;;;;;;;61;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Maj;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Jun;;kulturenilund;vbesok;;;;;;;;129;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Sep;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Sep;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Malmö;Årskurs 1;;nej;;;
skolbesök;månad;2022;Okt;;kulturenilund;vbesok;;;;;;;;8;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Nov;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;39;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2022;Dec;;kulturenilund;vbesok;;;;;;;;20;ja;;;;;;Svedala;Årskurs 1;;nej;;;
skolbesök;månad;2023;Jan;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;50;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Feb;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2023;Mar;;kulturenilund;vbesok;;;;;;;;54;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Maj;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Jun;;kulturenilund;vbesok;;;;;;;;37;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Jun;;kulturenilund;vbesok;;;;;;;;58;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2023;Sep;;kulturenilund;vbesok;;;;;;;;10;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Okt;;kulturenilund;vbesok;;;;;;;;28;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Nov;;kulturenilund;vbesok;;;;;;;;13;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2023;Nov;;kulturenilund;vbesok;;;;;;;;75;ja;;;;;;Malmö;Årskurs 1;;nej;;;
skolbesök;månad;2023;Dec;;kulturenilund;vbesok;;;;;;;;14;ja;;;;;;Höör;Årskurs 1;;nej;;;
skolbesök;månad;2024;Feb;;kulturenilund;vbesok;;;;;;;;51;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;86;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Mar;;kulturenilund;vbesok;;;;;;;;24;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2024;Apr;;kulturenilund;vbesok;;;;;;;;215;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;49;ja;;;;;;Lomma;Årskurs 1;;nej;;;
skolbesök;månad;2024;Maj;;kulturenilund;vbesok;;;;;;;;190;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;32;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2024;Jun;;kulturenilund;vbesok;;;;;;;;17;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Jul;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Sep;;kulturenilund;vbesok;;;;;;;;36;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Okt;;kulturenilund;vbesok;;;;;;;;56;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2024;Nov;;kulturenilund;vbesok;;;;;;;;49;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;27;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2024;Dec;;kulturenilund;vbesok;;;;;;;;114;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Jan;;kulturenilund;vbesok;;;;;;;;22;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Apr;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Apr;;kulturenilund;vbesok;;;;;;;;19;ja;;;;;;Trelleborg;Årskurs 1;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;56;ja;;;;;;Eslöv;Årskurs 1;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;212;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Maj;;kulturenilund;vbesok;;;;;;;;59;ja;;;;;;Staffanstorp;Årskurs 1;;nej;;;
skolbesök;månad;2025;Jun;;kulturenilund;vbesok;;;;;;;;60;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Jul;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Bjuv;Årskurs 1;;nej;;;
skolbesök;månad;2025;Jul;;kulturenilund;vbesok;;;;;;;;9;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2025;Dec;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2026;Feb;;kulturenilund;vbesok;;;;;;;;29;ja;;;;;;Kävlinge;Årskurs 1;;nej;;;
skolbesök;månad;2026;Feb;;kulturenilund;vbesok;;;;;;;;49;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2026;Feb;;kulturenilund;vbesok;;;;;;;;23;ja;;;;;;Malmö;Årskurs 1;;nej;;;
skolbesök;månad;2026;Apr;;kulturenilund;vbesok;;;;;;;;90;ja;;;;;;Lund;Årskurs 1;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;16;ja;;;;;;Hörby;Årskurs 2;;nej;;;
skolbesök;månad;2018;Nov;;kulturenilund;vbesok;;;;;;;;26;ja;;;;;;Kävlinge;Årskurs 2;;nej;;;
skolbesök;månad;2018;Dec;;kulturenilund;vbesok;;;;;;;;82;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jan;;kulturenilund;vbesok;;;;;;;;21;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Jan;;kulturenilund;vbesok;;;;;;;;48;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2019;Feb;;kulturenilund;vbesok;;;;;;;;1;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;33;ja;;;;;;Eslöv;Årskurs 2;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;18;ja;;;;;;Lund;Årskurs 2;;nej;;;
skolbesök;månad;2019;Mar;;kulturenilund;vbesok;;;;;;;;6;ja;;;;;;Malmö;Årskurs 2;;nej;;;
skolbesök;månad;2019;Apr;;kulturenilund;vbesok;;;;;;;;14;ja;;;;;;Lund;Årskurs 2;;nej;;;
