år;mån;datum;kategori;betalkat;betald;antal
2014;sep;2014-09-18;konferens;nej;nej;170
2014;sep;2014-09-19;konferens;nej;nej;61
2014;sep;2014-09-24;konferens;nej;nej;9
2014;sep;2014-09-26;konferens;nej;nej;97
2014;okt;2014-10-01;konferens;nej;nej;170
2014;okt;2014-10-03;konferens;nej;nej;73
2014;okt;2014-10-07;konferens;nej;nej;62
2014;okt;2014-10-08;konferens;nej;nej;145
2014;okt;2014-10-14;konferens;nej;nej;54
2014;okt;2014-10-22;konferens;nej;nej;82
2014;nov;2014-11-13;konferens;nej;nej;23
2014;dec;2014-12-12;konferens;nej;nej;25
2014;dec;2014-12-17;konferens;nej;nej;170
2015;jan;2015-01-19;konferens;nej;nej;100
2015;jan;2015-01-20;konferens;nej;nej;50
2015;jan;2015-01-28;konferens;nej;nej;100
2015;jan;2015-01-29;konferens;nej;nej;25
2015;feb;2015-02-03;konferens;nej;nej;115
2015;feb;2015-02-04;konferens;nej;nej;115
2015;feb;2015-02-13;konferens;nej;nej;50
2015;feb;2015-02-26;konferens;nej;nej;100
2015;feb;2015-02-26;konferens;nej;nej;30
2015;mar;2015-03-06;konferens;nej;nej;30
2015;mar;2015-03-12;konferens;nej;nej;50
2015;mar;2015-03-18;konferens;nej;nej;120
2015;mar;2015-03-19;konferens;nej;nej;100
2015;mar;2015-03-20;konferens;nej;nej;100
2015;mar;2015-03-24;konferens;nej;nej;120
2015;apr;2015-04-01;konferens;nej;nej;50
2015;apr;2015-04-15;konferens;nej;nej;158
2015;apr;2015-04-16;konferens;nej;nej;60
2015;apr;2015-04-17;konferens;nej;nej;55
2015;apr;2015-04-22;konferens;nej;nej;65
2015;apr;2015-04-22;konferens;nej;nej;100
2015;apr;2015-04-30;konferens;nej;nej;30
2015;maj;2015-05-06;konferens;nej;nej;155
2015;maj;2015-05-07;konferens;nej;nej;155
2015;maj;2015-05-11;konferens;nej;nej;58
2015;maj;2015-05-12;konferens;nej;nej;75
2015;maj;2015-05-19;konferens;nej;nej;100
2015;maj;2015-05-26;konferens;nej;nej;150
2015;maj;2015-05-27;konferens;nej;nej;12
2015;maj;2015-05-28;konferens;nej;nej;215
2015;maj;2015-05-29;konferens;nej;nej;215
2015;maj;2015-05-31;konferens;nej;nej;190
2015;jun;2015-06-12;konferens;nej;nej;150
2015;jun;2015-06-17;konferens;nej;nej;26
2015;jun;2015-06-25;konferens;nej;nej;55
2015;jun;2015-06-26;konferens;nej;nej;55
2015;aug;2015-08-15;konferens;nej;nej;26
2015;aug;2015-08-21;konferens;nej;nej;55
2015;aug;2015-08-26;konferens;nej;nej;124
2015;aug;2015-08-27;konferens;nej;nej;215
2015;aug;2015-08-28;konferens;nej;nej;43
2015;aug;2015-08-31;konferens;nej;nej;80
2015;sep;2015-09-08;konferens;nej;nej;100
2015;sep;2015-09-08;konferens;nej;nej;60
2015;sep;2015-09-09;konferens;nej;nej;50
2015;sep;2015-09-09;konferens;nej;nej;60
2015;sep;2015-09-13;konferens;nej;nej;60
2015;sep;2015-09-16;konferens;nej;nej;300
2015;sep;2015-09-23;konferens;nej;nej;110
2015;sep;2015-09-29;konferens;nej;nej;70
2015;okt;2015-10-01;konferens;nej;nej;90
2015;okt;2015-10-01;konferens;nej;nej;59
2015;okt;2015-10-02;konferens;nej;nej;120
2015;okt;2015-10-07;konferens;nej;nej;25
2015;okt;2015-10-08;konferens;nej;nej;47
2015;okt;2015-10-13;konferens;nej;nej;150
2015;okt;2015-10-14;konferens;nej;nej;61
2015;okt;2015-10-19;konferens;nej;nej;55
2015;okt;2015-10-20;konferens;nej;nej;55
2015;okt;2015-10-22;konferens;nej;nej;55
2015;okt;2015-10-23;konferens;nej;nej;55
2015;nov;2015-11-04;konferens;nej;nej;46
2015;nov;2015-11-10;konferens;nej;nej;150
2015;nov;2015-11-11;konferens;nej;nej;25
2015;nov;2015-11-12;konferens;nej;nej;90
2015;nov;2015-11-17;konferens;nej;nej;50
2015;nov;2015-11-18;konferens;nej;nej;1
2015;nov;2015-11-19;konferens;nej;nej;110
2015;nov;2015-11-20;konferens;nej;nej;120
2015;dec;2015-12-01;konferens;nej;nej;100
2015;dec;2015-12-04;konferens;nej;nej;45
2016;jan;2016-01-15;konferens;nej;nej;160
2016;jan;2016-01-18;konferens;nej;nej;90
2016;jan;2016-01-20;konferens;nej;nej;36
2016;jan;2016-01-21;konferens;nej;nej;36
2016;jan;2016-01-22;konferens;nej;nej;36
2016;jan;2016-01-26;konferens;nej;nej;110
2016;jan;2016-01-26;konferens;nej;nej;50
2016;feb;2016-02-07;konferens;nej;nej;50
2016;mar;2016-03-04;konferens;nej;nej;50
2016;mar;2016-03-07;konferens;nej;nej;10
2016;mar;2016-03-18;konferens;nej;nej;30
2016;apr;2016-04-03;konferens;nej;nej;25
2016;apr;2016-04-21;konferens;nej;nej;10
2016;maj;2016-05-04;konferens;nej;nej;220
2016;maj;2016-05-09;konferens;nej;nej;65
2016;maj;2016-05-10;konferens;nej;nej;50
2016;maj;2016-05-11;konferens;nej;nej;30
2016;maj;2016-05-12;konferens;nej;nej;46
2016;maj;2016-05-13;konferens;nej;nej;35
2016;maj;2016-05-19;konferens;nej;nej;100
2016;maj;2016-05-28;konferens;nej;nej;75
2016;maj;2016-05-31;konferens;nej;nej;123
2016;maj;2016-05-31;konferens;nej;nej;25
2016;jun;2016-06-12;konferens;nej;nej;100
2016;aug;2016-08-16;konferens;nej;nej;15
2016;aug;2016-08-24;konferens;nej;nej;30
2016;aug;2016-08-29;konferens;nej;nej;145
2016;sep;2016-09-06;konferens;nej;nej;100
2016;sep;2016-09-14;konferens;nej;nej;25
2016;sep;2016-09-21;konferens;nej;nej;13
2016;sep;2016-09-22;konferens;nej;nej;51
2016;sep;2016-09-28;konferens;nej;nej;120
2016;sep;2016-09-29;konferens;nej;nej;70
2016;okt;2016-10-05;konferens;nej;nej;10
2016;okt;2016-10-12;konferens;nej;nej;50
2016;okt;2016-10-12;konferens;nej;nej;26
2016;okt;2016-10-13;konferens;nej;nej;120
2016;okt;2016-10-13;konferens;nej;nej;25
2016;okt;2016-10-21;konferens;nej;nej;42
2016;okt;2016-10-22;konferens;nej;nej;40
2016;okt;2016-10-31;konferens;nej;nej;90
2016;nov;2016-11-07;konferens;nej;nej;27
2016;nov;2016-11-08;konferens;nej;nej;27
2016;nov;2016-11-09;konferens;nej;nej;27
2016;nov;2016-11-16;konferens;nej;nej;50
2016;nov;2016-11-24;konferens;nej;nej;110
2016;dec;2016-12-06;konferens;nej;nej;70
2016;dec;2016-12-08;konferens;nej;nej;20
2016;dec;2016-12-12;konferens;nej;nej;17
2016;dec;2016-12-14;konferens;nej;nej;45
2016;dec;2016-12-16;konferens;nej;nej;150
2017;jan;2017-01-16;konferens;nej;nej;110
2017;jan;2017-01-24;konferens;nej;nej;110
2017;jan;2017-01-31;konferens;nej;nej;30
2017;feb;2017-02-02;konferens;nej;nej;28
2017;feb;2017-02-03;konferens;nej;nej;40
2017;feb;2017-02-20;konferens;nej;nej;50
2017;feb;2017-02-22;konferens;nej;nej;66
2017;mar;2017-03-02;konferens;nej;nej;25
2017;mar;2017-03-07;konferens;nej;nej;90
2017;mar;2017-03-12;konferens;nej;nej;30
2017;mar;2017-03-16;konferens;nej;nej;30
2017;mar;2017-03-20;konferens;nej;nej;190
2017;mar;2017-03-24;konferens;nej;nej;40
2017;apr;2017-04-04;konferens;nej;nej;35
2017;apr;2017-04-11;konferens;nej;nej;40
2017;apr;2017-04-27;konferens;nej;nej;145
2017;apr;2017-04-27;konferens;nej;nej;50
2017;maj;2017-05-02;konferens;nej;nej;120
2017;maj;2017-05-03;konferens;nej;nej;57
2017;maj;2017-05-05;konferens;nej;nej;50
2017;maj;2017-05-06;konferens;nej;nej;19
2017;maj;2017-05-12;konferens;nej;nej;82
2017;maj;2017-05-15;konferens;nej;nej;62
2017;maj;2017-05-16;konferens;nej;nej;15
2017;maj;2017-05-17;konferens;nej;nej;50
2017;maj;2017-05-18;konferens;nej;nej;75
2017;maj;2017-05-18;konferens;nej;nej;17
2017;maj;2017-05-19;konferens;nej;nej;360
2017;maj;2017-05-19;konferens;nej;nej;50
2017;maj;2017-05-22;konferens;nej;nej;80
2017;maj;2017-05-23;konferens;nej;nej;86
2017;maj;2017-05-30;konferens;nej;nej;15
2017;jun;2017-06-02;konferens;nej;nej;126
2017;jun;2017-06-08;konferens;nej;nej;215
2017;jun;2017-06-09;konferens;nej;nej;180
2017;jun;2017-06-10;konferens;nej;nej;80
2017;jun;2017-06-13;konferens;nej;nej;30
2017;jun;2017-06-14;konferens;nej;nej;180
2017;aug;2017-08-21;konferens;nej;nej;38
2017;aug;2017-08-24;konferens;nej;nej;15
2017;aug;2017-08-28;konferens;nej;nej;76
2017;aug;2017-08-30;konferens;nej;nej;122
2017;aug;2017-08-31;konferens;nej;nej;141
2017;sep;2017-09-01;konferens;nej;nej;135
2017;sep;2017-09-02;konferens;nej;nej;180
2017;sep;2017-09-05;konferens;nej;nej;200
2017;sep;2017-09-06;konferens;nej;nej;170
2017;sep;2017-09-07;konferens;nej;nej;140
2017;sep;2017-09-07;konferens;nej;nej;19
2017;sep;2017-09-08;konferens;nej;nej;0
2017;sep;2017-09-13;konferens;nej;nej;130
2017;sep;2017-09-13;konferens;nej;nej;40
2017;sep;2017-09-14;konferens;nej;nej;220
2017;sep;2017-09-20;konferens;nej;nej;211
2017;sep;2017-09-22;konferens;nej;nej;50
2017;sep;2017-09-27;konferens;nej;nej;139
2017;sep;2017-09-28;konferens;nej;nej;139
2017;sep;2017-09-29;konferens;nej;nej;139
2017;okt;2017-10-10;konferens;nej;nej;31
2017;okt;2017-10-11;konferens;nej;nej;31
2017;okt;2017-10-12;konferens;nej;nej;190
2017;okt;2017-10-13;konferens;nej;nej;40
2017;okt;2017-10-17;konferens;nej;nej;25
2017;okt;2017-10-19;konferens;nej;nej;65
2017;okt;2017-10-20;konferens;nej;nej;65
2017;okt;2017-10-21;konferens;nej;nej;40
2017;okt;2017-10-22;konferens;nej;nej;60
2017;okt;2017-10-26;konferens;nej;nej;25
2017;nov;2017-11-04;konferens;nej;nej;13
2017;nov;2017-11-05;konferens;nej;nej;75
2017;nov;2017-11-08;konferens;nej;nej;45
2017;nov;2017-11-09;konferens;nej;nej;110
2017;nov;2017-11-09;konferens;nej;nej;45
2017;nov;2017-11-13;konferens;nej;nej;50
2017;nov;2017-11-14;konferens;nej;nej;50
2017;nov;2017-11-15;konferens;nej;nej;50
2017;nov;2017-11-15;konferens;nej;nej;40
2017;nov;2017-11-16;konferens;nej;nej;50
2017;nov;2017-11-16;konferens;nej;nej;40
2017;nov;2017-11-17;konferens;nej;nej;50
2017;nov;2017-11-19;konferens;nej;nej;15
2017;nov;2017-11-24;konferens;nej;nej;50
2017;nov;2017-11-30;konferens;nej;nej;25
2017;dec;2017-12-05;konferens;nej;nej;170
2017;dec;2017-12-07;konferens;nej;nej;150
2017;dec;2017-12-13;konferens;nej;nej;61
2017;dec;2017-12-19;konferens;nej;nej;35
2018;jan;2018-01-15;konferens;nej;nej;120
2018;jan;2018-01-16;konferens;nej;nej;140
2018;jan;2018-01-22;konferens;nej;nej;25
2018;jan;2018-01-23;konferens;nej;nej;105
2018;jan;2018-01-26;konferens;nej;nej;45
2018;jan;2018-01-29;konferens;nej;nej;130
2018;jan;2018-01-30;konferens;nej;nej;30
2018;feb;2018-02-07;konferens;nej;nej;7
2018;feb;2018-02-27;konferens;nej;nej;50
2018;feb;2018-02-27;konferens;nej;nej;25
2018;mar;2018-03-01;konferens;nej;nej;120
2018;mar;2018-03-02;konferens;nej;nej;90
2018;mar;2018-03-02;konferens;nej;nej;27
2018;mar;2018-03-10;konferens;nej;nej;25
2018;mar;2018-03-23;konferens;nej;nej;30
2018;apr;2018-04-12;konferens;nej;nej;25
2018;apr;2018-04-13;konferens;nej;nej;50
2018;apr;2018-04-18;konferens;nej;nej;65
2018;apr;2018-04-19;konferens;nej;nej;69
2018;apr;2018-04-19;konferens;nej;nej;38
2018;apr;2018-04-25;konferens;nej;nej;170
2018;apr;2018-04-29;konferens;nej;nej;40
2018;maj;2018-05-03;konferens;nej;nej;41
2018;maj;2018-05-04;konferens;nej;nej;100
2018;maj;2018-05-04;konferens;nej;nej;60
2018;maj;2018-05-15;konferens;nej;nej;15
2018;maj;2018-05-16;konferens;nej;nej;135
2018;maj;2018-05-16;konferens;nej;nej;40
2018;maj;2018-05-22;konferens;nej;nej;44
2018;maj;2018-05-23;konferens;nej;nej;45
2018;maj;2018-05-24;konferens;nej;nej;50
2018;maj;2018-05-25;konferens;nej;nej;15
2018;maj;2018-05-28;konferens;nej;nej;60
2018;maj;2018-05-29;konferens;nej;nej;36
2018;maj;2018-05-30;konferens;nej;nej;32
2018;maj;2018-05-30;konferens;nej;nej;36
2018;jun;2018-06-05;konferens;nej;nej;215
2018;jun;2018-06-15;konferens;nej;nej;180
2018;jun;2018-06-16;konferens;nej;nej;80
2018;jun;2018-06-19;konferens;nej;nej;90
2018;aug;2018-08-31;konferens;nej;nej;80
2018;aug;2018-08-31;konferens;nej;nej;25
2018;sep;2018-09-03;konferens;nej;nej;50
2018;sep;2018-09-03;konferens;nej;nej;65
2018;sep;2018-09-10;konferens;nej;nej;60
2018;sep;2018-09-11;konferens;nej;nej;120
2018;sep;2018-09-12;konferens;nej;nej;100
2018;sep;2018-09-13;konferens;nej;nej;80
2018;sep;2018-09-14;konferens;nej;nej;160
2018;sep;2018-09-17;konferens;nej;nej;93
2018;sep;2018-09-18;konferens;nej;nej;98
2018;sep;2018-09-19;konferens;nej;nej;97
2018;sep;2018-09-20;konferens;nej;nej;86
2018;sep;2018-09-28;konferens;nej;nej;20
2018;okt;2018-10-03;konferens;nej;nej;90
2018;okt;2018-10-10;konferens;nej;nej;180
2018;okt;2018-10-19;konferens;nej;nej;15
2018;okt;2018-10-22;konferens;nej;nej;46
2018;okt;2018-10-23;konferens;nej;nej;37
2018;okt;2018-10-24;konferens;nej;nej;60
2018;okt;2018-10-25;konferens;nej;nej;100
2018;okt;2018-10-26;konferens;nej;nej;25
2018;okt;2018-10-30;konferens;nej;nej;40
2018;nov;2018-11-15;konferens;nej;nej;1
2018;nov;2018-11-15;konferens;nej;nej;67
2018;nov;2018-11-16;konferens;nej;nej;67
2018;nov;2018-11-23;konferens;nej;nej;53
2018;nov;2018-11-25;konferens;nej;nej;20
2018;dec;2018-12-06;konferens;nej;nej;7
2019;jan;2019-01-25;konferens;nej;nej;40
2019;jan;2019-01-29;konferens;nej;nej;90
2019;feb;2019-02-13;konferens;nej;nej;150
2019;feb;2019-02-14;konferens;nej;nej;150
2019;feb;2019-02-26;konferens;nej;nej;25
2019;mar;2019-03-06;konferens;nej;nej;200
2019;mar;2019-03-08;konferens;nej;nej;80
2019;mar;2019-03-12;konferens;nej;nej;36
2019;mar;2019-03-13;konferens;nej;nej;44
2019;mar;2019-03-14;konferens;nej;nej;66
2019;mar;2019-03-21;konferens;nej;nej;30
2019;mar;2019-03-22;konferens;nej;nej;30
2019;mar;2019-03-26;konferens;nej;nej;105
2019;mar;2019-03-27;konferens;nej;nej;105
2019;apr;2019-04-02;konferens;nej;nej;27
2019;apr;2019-04-05;konferens;nej;nej;180
2019;apr;2019-04-10;konferens;nej;nej;200
2019;apr;2019-04-11;konferens;nej;nej;23
2019;apr;2019-04-13;konferens;nej;nej;50
2019;apr;2019-04-24;konferens;nej;nej;15
2019;maj;2019-05-06;konferens;nej;nej;16
2019;maj;2019-05-08;konferens;nej;nej;42
2019;maj;2019-05-09;konferens;nej;nej;30
2019;maj;2019-05-09;konferens;nej;nej;27
2019;maj;2019-05-09;konferens;nej;nej;46
2019;maj;2019-05-11;konferens;nej;nej;80
2019;maj;2019-05-13;konferens;nej;nej;51
2019;maj;2019-05-14;konferens;nej;nej;59
2019;maj;2019-05-17;konferens;nej;nej;35
2019;maj;2019-05-17;konferens;nej;nej;30
2019;maj;2019-05-21;konferens;nej;nej;63
2019;maj;2019-05-23;konferens;nej;nej;96
2019;maj;2019-05-24;konferens;nej;nej;1
2019;maj;2019-05-24;konferens;nej;nej;58
2019;maj;2019-05-24;konferens;nej;nej;38
2019;jun;2019-06-03;konferens;nej;nej;28
2019;jun;2019-06-04;konferens;nej;nej;50
2019;jun;2019-06-05;konferens;nej;nej;51
2019;jun;2019-06-13;konferens;nej;nej;20
2019;jun;2019-06-14;konferens;nej;nej;40
2019;jun;2019-06-19;konferens;nej;nej;30
2019;jun;2019-06-26;konferens;nej;nej;60
2019;jun;2019-06-28;konferens;nej;nej;50
2019;jun;2019-06-28;konferens;nej;nej;60
2019;aug;2019-08-27;konferens;nej;nej;25
2019;aug;2019-08-28;konferens;nej;nej;60
2019;aug;2019-08-30;konferens;nej;nej;100
2019;aug;2019-08-30;konferens;nej;nej;30
2019;sep;2019-09-02;konferens;nej;nej;114
2019;sep;2019-09-04;konferens;nej;nej;140
2019;sep;2019-09-04;konferens;nej;nej;22
2019;sep;2019-09-05;konferens;nej;nej;109
2019;sep;2019-09-11;konferens;nej;nej;76
2019;sep;2019-09-12;konferens;nej;nej;17
2019;sep;2019-09-13;konferens;nej;nej;80
2019;sep;2019-09-18;konferens;nej;nej;22
2019;sep;2019-09-19;konferens;nej;nej;63
2019;okt;2019-10-02;konferens;nej;nej;21
2019;okt;2019-10-04;konferens;nej;nej;60
2019;okt;2019-10-07;konferens;nej;nej;44
2019;okt;2019-10-09;konferens;nej;nej;120
2019;okt;2019-10-10;konferens;nej;nej;120
2019;okt;2019-10-11;konferens;nej;nej;120
2019;okt;2019-10-11;konferens;nej;nej;30
2019;okt;2019-10-14;konferens;nej;nej;56
2019;okt;2019-10-17;konferens;nej;nej;11
2019;okt;2019-10-22;konferens;nej;nej;11
2019;okt;2019-10-23;konferens;nej;nej;13
2019;okt;2019-10-24;konferens;nej;nej;18
2019;nov;2019-11-05;konferens;nej;nej;24
2019;nov;2019-11-07;konferens;nej;nej;30
2019;nov;2019-11-12;konferens;nej;nej;22
2019;nov;2019-11-14;konferens;nej;nej;15
2019;nov;2019-11-21;konferens;nej;nej;30
2019;nov;2019-11-22;konferens;nej;nej;20
2019;nov;2019-11-26;konferens;nej;nej;32
2019;dec;2019-12-05;konferens;nej;nej;36
2019;dec;2019-12-06;konferens;nej;nej;32
2019;dec;2019-12-09;konferens;nej;nej;20
2019;dec;2019-12-10;konferens;nej;nej;15
2019;dec;2019-12-10;konferens;nej;nej;70
2019;dec;2019-12-11;konferens;nej;nej;45
2019;dec;2019-12-12;konferens;nej;nej;30
2019;dec;2019-12-18;konferens;nej;nej;145
2020;jan;2020-01-15;konferens;nej;nej;9
2020;jan;2020-01-24;konferens;nej;nej;92
2020;jan;2020-01-27;konferens;nej;nej;140
2020;feb;2020-02-03;konferens;nej;nej;100
2020;feb;2020-02-03;konferens;nej;nej;8
2020;feb;2020-02-04;konferens;nej;nej;62
2020;feb;2020-02-05;konferens;nej;nej;20
2020;feb;2020-02-10;konferens;nej;nej;40
2020;feb;2020-02-11;konferens;nej;nej;49
2020;feb;2020-02-11;konferens;nej;nej;15
2020;feb;2020-02-12;konferens;nej;nej;178
2020;feb;2020-02-13;konferens;nej;nej;140
2020;feb;2020-02-24;konferens;nej;nej;71
2020;feb;2020-02-27;konferens;nej;nej;23
2020;mar;2020-03-02;konferens;nej;nej;110
2020;mar;2020-03-03;konferens;nej;nej;48
2020;mar;2020-03-11;konferens;nej;nej;35
2020;maj;2020-05-16;konferens;nej;nej;1
2020;aug;2020-08-15;konferens;nej;nej;35
2020;aug;2020-08-30;konferens;nej;nej;41
2020;sep;2020-09-17;konferens;nej;nej;25
2020;okt;2020-10-16;konferens;nej;nej;30
2021;aug;2021-08-25;konferens;nej;nej;1
2021;aug;2021-08-27;konferens;nej;nej;35
2021;aug;2021-08-28;konferens;nej;nej;25
2021;aug;2021-08-29;konferens;nej;nej;25
2021;aug;2021-08-30;konferens;nej;nej;25
2021;aug;2021-08-31;konferens;nej;nej;54
2021;sep;2021-09-01;konferens;nej;nej;6
2021;sep;2021-09-02;konferens;nej;nej;45
2021;sep;2021-09-03;konferens;nej;nej;45
2021;sep;2021-09-10;konferens;nej;nej;24
2021;sep;2021-09-27;konferens;nej;nej;50
2021;okt;2021-10-01;konferens;nej;nej;25
2021;okt;2021-10-05;konferens;nej;nej;11
2021;okt;2021-10-12;konferens;nej;nej;35
2021;okt;2021-10-14;konferens;nej;nej;34
2021;okt;2021-10-15;konferens;nej;nej;45
2021;okt;2021-10-16;konferens;nej;nej;10
2021;okt;2021-10-21;konferens;nej;nej;1
2021;okt;2021-10-21;konferens;nej;nej;20
2021;okt;2021-10-22;konferens;nej;nej;35
2021;okt;2021-10-26;konferens;nej;nej;20
2021;okt;2021-10-28;konferens;nej;nej;30
2021;nov;2021-11-10;konferens;nej;nej;60
2021;nov;2021-11-11;konferens;nej;nej;19
2021;nov;2021-11-12;konferens;nej;nej;20
2021;nov;2021-11-12;konferens;nej;nej;30
2021;nov;2021-11-15;konferens;nej;nej;20
2021;nov;2021-11-18;konferens;nej;nej;25
2021;nov;2021-11-21;konferens;nej;nej;20
2021;dec;2021-12-01;konferens;nej;nej;20
2021;dec;2021-12-03;konferens;nej;nej;6
2021;dec;2021-12-03;konferens;nej;nej;6
2021;dec;2021-12-10;konferens;nej;nej;44
2021;dec;2021-12-15;konferens;nej;nej;13
2022;jan;2022-01-15;konferens;nej;nej;30
2022;feb;2022-02-15;konferens;nej;nej;0
2022;mar;2022-03-15;konferens;nej;nej;184
2022;mar;2022-03-21;konferens;nej;nej;70
2022;mar;2022-03-22;konferens;nej;nej;25
2022;mar;2022-03-31;konferens;nej;nej;38
2023;apr;2023-04-01;konferens;nej;nej;68
2023;apr;2023-04-14;konferens;nej;nej;5
2023;apr;2023-04-15;konferens;nej;nej;40
2023;apr;2023-04-18;konferens;nej;nej;29
2023;apr;2023-04-19;konferens;nej;nej;15
2023;apr;2023-04-20;konferens;nej;nej;140
2023;apr;2023-04-20;konferens;nej;nej;5
2023;apr;2023-04-21;konferens;nej;nej;140
2023;apr;2023-04-22;konferens;nej;nej;14
2023;apr;2023-04-22;konferens;nej;nej;20
2023;apr;2023-04-25;konferens;nej;nej;100
2023;apr;2023-04-27;konferens;nej;nej;49
2023;maj;2023-05-01;konferens;nej;nej;112
2023;maj;2023-05-03;konferens;nej;nej;35
2023;maj;2023-05-11;konferens;nej;nej;60
2023;maj;2023-05-16;konferens;nej;nej;34
2023;maj;2023-05-22;konferens;nej;nej;40
2023;maj;2023-05-23;konferens;nej;nej;5
2023;maj;2023-05-23;konferens;nej;nej;10
2023;maj;2023-05-23;konferens;nej;nej;146
2023;maj;2023-05-24;konferens;nej;nej;12
2023;maj;2023-05-26;konferens;nej;nej;32
2023;maj;2023-05-26;konferens;nej;nej;48
2023;maj;2023-05-27;konferens;nej;nej;40
2023;maj;2023-05-31;konferens;nej;nej;17
2023;jun;2023-06-01;konferens;nej;nej;16
2023;jun;2023-06-02;konferens;nej;nej;47
2023;jun;2023-06-07;konferens;nej;nej;215
2023;jun;2023-06-12;konferens;nej;nej;25
2023;jun;2023-06-14;konferens;nej;nej;65
2023;jun;2023-06-15;konferens;nej;nej;65
2023;jun;2023-06-16;konferens;nej;nej;65
2023;jun;2023-06-18;konferens;nej;nej;60
2023;jun;2023-06-20;konferens;nej;nej;45
2023;jun;2023-06-21;konferens;nej;nej;3
2023;jun;2023-06-30;konferens;nej;nej;45
2023;jul;2023-07-06;konferens;nej;nej;15
2023;jul;2023-07-06;konferens;nej;nej;50
2023;jul;2023-07-22;konferens;nej;nej;100
2023;jul;2023-07-22;konferens;nej;nej;100
2023;aug;2023-08-19;konferens;nej;nej;50
2023;aug;2023-08-21;konferens;nej;nej;22
2023;aug;2023-08-22;konferens;nej;nej;46
2023;aug;2023-08-23;konferens;nej;nej;40
2023;aug;2023-08-23;konferens;nej;nej;19
2023;aug;2023-08-24;konferens;nej;nej;40
2023;aug;2023-08-24;konferens;nej;nej;2
2023;aug;2023-08-25;konferens;nej;nej;24
2023;aug;2023-08-25;konferens;nej;nej;133
2023;aug;2023-08-28;konferens;nej;nej;28
2023;aug;2023-08-28;konferens;nej;nej;60
2023;aug;2023-08-30;konferens;nej;nej;50
2023;aug;2023-08-31;konferens;nej;nej;50
2023;sep;2023-09-01;konferens;nej;nej;50
2023;sep;2023-09-07;konferens;nej;nej;51
2023;sep;2023-09-12;konferens;nej;nej;2
2023;sep;2023-09-14;konferens;nej;nej;54
2023;sep;2023-09-20;konferens;nej;nej;45
2023;sep;2023-09-21;konferens;nej;nej;16
2023;sep;2023-09-21;konferens;nej;nej;2
2023;sep;2023-09-21;konferens;nej;nej;92
2023;sep;2023-09-23;konferens;nej;nej;1
2023;sep;2023-09-26;konferens;nej;nej;30
2023;sep;2023-09-28;konferens;nej;nej;45
2023;sep;2023-09-28;konferens;nej;nej;25
2023;okt;2023-10-01;konferens;nej;nej;21
2023;okt;2023-10-03;konferens;nej;nej;50
2023;okt;2023-10-05;konferens;nej;nej;8
2023;okt;2023-10-05;konferens;nej;nej;11
2023;okt;2023-10-06;konferens;nej;nej;15
2023;okt;2023-10-07;konferens;nej;nej;12
2023;okt;2023-10-10;konferens;nej;nej;56
2023;okt;2023-10-10;konferens;nej;nej;8
2023;okt;2023-10-11;konferens;nej;nej;7
2023;okt;2023-10-11;konferens;nej;nej;12
2023;okt;2023-10-12;konferens;nej;nej;51
2023;okt;2023-10-12;konferens;nej;nej;43
2023;okt;2023-10-14;konferens;nej;nej;2
2023;okt;2023-10-17;konferens;nej;nej;30
2023;okt;2023-10-18;konferens;nej;nej;12
2023;okt;2023-10-19;konferens;nej;nej;30
2023;okt;2023-10-19;konferens;nej;nej;6
2023;okt;2023-10-21;konferens;nej;nej;45
2023;okt;2023-10-24;konferens;nej;nej;40
2023;okt;2023-10-25;konferens;nej;nej;45
2023;okt;2023-10-26;konferens;nej;nej;16
2023;okt;2023-10-26;konferens;nej;nej;5
2023;okt;2023-10-26;konferens;nej;nej;47
2023;okt;2023-10-27;konferens;nej;nej;76
2023;nov;2023-11-08;konferens;nej;nej;9
2023;nov;2023-11-08;konferens;nej;nej;29
2023;nov;2023-11-09;konferens;nej;nej;9
2023;nov;2023-11-09;konferens;nej;nej;20
2023;nov;2023-11-10;konferens;nej;nej;24
2023;nov;2023-11-10;konferens;nej;nej;100
2023;nov;2023-11-14;konferens;nej;nej;16
2023;nov;2023-11-21;konferens;nej;nej;15
2023;nov;2023-11-24;konferens;nej;nej;17
2023;dec;2023-12-07;konferens;nej;nej;28
2023;dec;2023-12-07;konferens;nej;nej;6
2023;dec;2023-12-09;konferens;nej;nej;17
2023;dec;2023-12-09;konferens;nej;nej;2
2023;dec;2023-12-09;konferens;nej;nej;1
2023;dec;2023-12-12;konferens;nej;nej;4
2024;feb;2024-02-02;konferens;nej;nej;20
2024;feb;2024-02-07;konferens;nej;nej;90
2024;feb;2024-02-08;konferens;nej;nej;90
2024;feb;2024-02-16;konferens;nej;nej;88
2024;mar;2024-03-06;konferens;nej;nej;22
2024;mar;2024-03-07;konferens;nej;nej;5
2024;mar;2024-03-09;konferens;nej;nej;11
2024;mar;2024-03-10;konferens;nej;nej;9
2024;mar;2024-03-21;konferens;nej;nej;77
2024;apr;2024-04-04;konferens;nej;nej;6
2024;apr;2024-04-04;konferens;nej;nej;23
2024;apr;2024-04-08;konferens;nej;nej;31
2024;apr;2024-04-09;konferens;nej;nej;8
2024;apr;2024-04-10;konferens;nej;nej;19
2024;apr;2024-04-10;konferens;nej;nej;32
2024;apr;2024-04-11;konferens;nej;nej;21
2024;apr;2024-04-12;konferens;nej;nej;30
2024;apr;2024-04-18;konferens;nej;nej;120
