datum;dagsrapport
2023-04-18;Flera bokade idag. Alfa Laval Lund AB hade möte över dagen i Hornbergssalen, sammanlagt 19 st. Studiebesök av tre studentgrupper från Alnarp, för att se trädgårdsmiljöer, 46 st. Skapande skola med rundvandring och verkstad, 28 barn och 3 vuxna. Körkortsuppdatering på förmiddagen, 10 st. Skolgrupp från Klippan som besökte Bosebo kyrka, 7 elever och 3 vuxna. Tunaskolan besökte, särskolegrupp om 7 elever och 6 vuxna. Grupp från Komvux som på egenhand besökte Metropolis, 6 st. Hörselskadadesförening i Malmö besökte friluftsmuseet, visning av Olle, 6 st. Elevgrupp från Fäladsgården fr årskurs 7, totalt 67 st. Körkortsuppdatering på eftermiddagen, 22 st. Svartsmide på kvällen.
2023-04-17;Stängt
2023-04-16;Idag firade vi Bamse-tidningen 50 år! Workshop i auditoriet med Bamse-tecknaren Tony Cronstam, i publiken satt 34 barn och 36 vuxna. Bamse var även här på plats och träffade många förväntansfulla barn och vuxna. Tipspromenaden var också väldigt populär men lite svår.
2023-04-15;Introduktion till museet med Jessica, 4 vuxna och 3 barn deltog. Polhemskolan gick själva, 24 pers. Pyssel i praktiken med 13 vuxna och 16 barn med Emma. Skattjaktskalas med Jacob och Seham, 20 barn. Dragan hade bokat Hornsbergssalen till aktiviteter för en grupp.
2023-04-14;Komvux var här med 14 personer och besökte bland annat Thomanderska och Bosmåla. Föreningen Bhumis besöket oss och höll till i Hornsbergssalen där Per berättade om spannmål och redskap, de var 5 st. Polhemskolan besökte oss och gick runt på egen hand, de var 24 personer. Svartsmide, 6 personer.
2023-04-13;Nedmontyering av Vi som kom till er. Skapande skola, Vårfruskolan åk 3 , 22 pers fick visning på Att vara barn förr i tiden. Stenröseskolan kom 8 barn och 10 vuxna för att titta på Metropolis. Svartsmide i smedjan för 6 pers. Duni AB kom 9 pers för bokad visning för Människorna i husen. Jessica Kvällen avslutatde med Noredstedska seminariet av Mats Roslund "Kalifer, khazarer eller volgabulgarer?", 78 pers kom. Många komplimanger till den nya årsboken.
2023-04-12;Stort intresse för onsdagsvisning i "Sven Fristedt", där 16 personer deltog. Lunds universitet besökte Fokus Sapmi på egen hand, 21 pers.
2023-04-11;Idag var det lugnet efter ett fullspäckat Påsklov. Det kom några påsklovsfirare från andra delar av Sverige, samt från Storbritannien, Tyskland och Frankrike. Under kvällen var det en kurs i Smedjan för 6 pers.
2023-04-10;Två påskvisningar med Jessica, 11.30 för 6 vuxna och 5 barn, 13.00 för 2 vuxna 2 barn. Sista dagen och visning i utställningen Vi som kom till er. Visningen var med Rut och Hanna från Katedralskolan för 5 pers. Påskpyssel med Emma för 33 barn och 27 vuxna.
2023-04-09;Det blev en ganska så lugn förmiddag men efter lunch kom en jämn ström av besökare. Till Olas påskvisning kom 10 vuxna och 8 barn. Jessica hade 4 vuxna 0ch 4 barn på sin visning och till påskpysslet med Hedda kom 30 barn och 25 vuxna.
2023-04-08;Många besökare idag i det fina påskvädret! Till första påskvisningen kom 6 barn och 9 vuxna och till den andra  9 vuxna och 6 barn. 30 barn och 29 vuxna kom till pysslet med Hedda. Många entusiastiska barn har letat påskharar! Flera sällskap som besökte Kulturen för första gången. Enligt värdarna har många barn i helgen använt stugor och utställningar som lekland!!
2023-04-07;En grupp på 36 personer från Larsson Resor AB gick runt på egen hand. Två påskvisningar med Ola, kl 11.30 ?, 13.00 ?. Pyssel i praktiken med Emma där 46 barn och 34 barn deltog.
2023-04-06;Långa köer till skärtorsdagsfirandet där många glada påskkärringar och påskgubbar firade. Hvilan folkhögskola kom med en sfi grupp, 15 pers. Lerbäckskolan åk 3 gick på egen hand, 7 pers.
2023-04-05;Tre påskvisningar för barn idag; 10.30 med Kristina, 7 vuxna + 12 barn,  11.30 med Annika 6 vuxna 17 barn och 13.00 med Yvonne 6 vuxna 10 barn. Påskpyssel med Kristina/Olle för x pers. Svartsmide i smedjan för 6 pers.
2023-04-04;Till påskvisningen kl 10.30 kom 5 vuxen och 16 barn, kl 11.30 blev det 5 vuxna och 7 barn och kl 13 6 vuxna, 9 barn.  Påskpyssel med Kristina och Olle i praktiken, 38 barn och 24 vuxna deltog. Kaninjakten forsätter vara populär. Svartsmide i smedjan för 6 pers.
2023-04-03;Påskvisning för Pilens Monissoriskola från Trelleborg med Annika, 13 pers. Påskvisning med Kristina 7 barn + 5 vuxna. Påskvisning med Yvonne för 7 barn + 5 vuxna. Påskpyssel med Olle för 46 barn + 21v. Svartsmide i smedjan för 6 pers.
2023-04-02;Två påskvisningar med Ola, kl 11.30 kom 7 barn och 7 vuxna. Och 13.00 kom 5 barn och 7 vuxna. Påskpyssel med Emma där 16 barn och 18 vuxna deltog. Flera barn medverkar i kaninjakten som också var väldigt uppskattad. Tv-programmet "Fråga Lund" hade filminspelning i Dekanhuset.
2023-04-01;Invigning av Sven Fristedt - Mästare av mönster. Väldigt många nyfikna besökare till invigningen med tårta och kaffe i trädgårdsrummet. Även bra försäljning av Svens produkter i butiken. Påskpyssel med Hedda, 24 barn och 24 vuxna deltog. Föreningen C. A. R. E besöker oss med en grupp ukrainska kvinnor och barn, 11 barn och 8 barn. Vigsel i Bosebo kyrka, ca 68 gäster.
2023-03-31;Polhemskolan går på egen hand i "Modernismen" och "Bokkulturen", 29 pers. VIP-event för Sven Fristedt, personal,  guldmedlemmar samt inbjudna.
2023-03-30;Stenröseskolan gick på egen hand med KKL i "Metropolis" och "En stund i Lund", de var 6 elever +  9 vuxna. Svartsmidekurs i smedjan för 6 pers. Katedralskolan i Lund kom 31 pers för att besöka "Vi som kom till er". Nordstedska seminarieserien hade en försläsning om "Tid, arkeologi och konst - Kulturpelaren på Kulturen", 30 pers kom. Kvällen avslutades med Metropolisvisning med Emma för 4 pers.
2023-03-29;Idag hade vi en klass treor från Håstadskolan som fick en visning med Yvonne och Kristina om "Att vara barn förr i tiden", totalt var de 18 st. Två klasser med 52 st ettor från Vårfruskolan kom och besökte Elena för att "Hälsa-på-förälder-på jobbet-dag". De fick även se "Metropolis" och fika i Trädgårdsrummet. En klass treor från Vegalyckan kom till "Skapande skola - Att vara barn förr i tiden", de var 32 st. En klass från Spyken gick med KKL i Moderismen, 16 pers. Ola visade en grupp museologistudenter runt om på museet, 9 pers.  Onsdagsvisning i Metropolis med Gunilla, till den kom 8 personer. Kurs i smedjan, 6 pers.
2023-03-28;Under tisdagen hade vi "Skapande skola - Att vara barn förr" med Olle och Annika. Den första klassen med treor kom ifrån Revinge skola och de var 11 st. Den andra klassen kom ifrån Svaleboskolan och de var 23 st. En klass ettor från gymnasiet Katedralskolan kom och tittade på "Vi som kom till er". Läraren hade ett Kulturen körkort och klassen var totalt 30 st. Under kvällen var det en smideskurs i Smedjan.
2023-03-27;Museet stängt. En kvällskurs i Smedjan.
2023-03-26;Skattjaktskalas med 15 barn och 5 vuxna. Jessica hade allmän visning över museet, det kom 1 person.
2023-03-25;Förmiddagsvisning med Ola där han berättar om familjen Andersson och deras liv i Arbeterbostaden, 4 pers kom. Familjeverkstad drop-in med riddarpyssel för 9 barn och 7 vuxna. En del missade nya medlemmar pga av att de tyckte vi hade för lite barn aktiviteter detta året.
2023-03-24;En lugn dag med en programpunkt: Visning av den arkeologiska undersökningen på Mårtenstorget - fullbokad. Smideskurs i smedjan, 6 pers.
2023-03-23;Svenska kyrkan Malmö hade möte i Hornsbergssalen, fika och lunch i restaurangen, 6 pers. Bredblickskolan från Eslöv gick med KKL, 10 pers. Under kvällen hade föreningen Gamla Lund föredrag i auditoret med Lars Edgren, ca 40 pers kom till detta. Programpunkt med Ola som hade en introduktion til friluftsmuseet, 3 glada kanadensare gick med-Ola var snäll och tog den på engelska. Kurs i smedjan, 6 pers.
2023-03-22;Under onsdagen hade vi två "Skapande skola - Att vara barn förr i tiden" tillsammans med Yvonne och Kristina. Till dem första visningen kom klass treor från Lerbäcksskolan, de var 21 st. Till den andra kom en klass treor från Vegalyckan skolan, de var 18 st. Katedralskolan var här innan öppning med en lärare som hade Kulturens körkort för att titta på "Att överleva..." och "Vi som kom till er", de var 31 st. Yvonne hade en allmän visning i Metropolis, till den kom 3 st intresserade av medeltida Lund. En grupp med 22 Erasmusstudenter från Spanien gick själva runt i friluftsmuseet. Under kvällen var en kurs i Svartsmide med Robin H.
2023-03-21;Idag hade vi en klass treor från Vikingaskolan som hade en visning med Annika i "Skapande skola - Att vara barn förr i tiden", totalt var de 24 st. Monika hade en visning i Smedjan och Friluftsmuseet 19 st från Järnakademin Ångermanland AB. Efter visniningen gick de själva och tittade bland annat på "Mästarprovet...". Åbyskolan hade en klass med gymnasieelever åk 3 på besök, de var 28 st som följde med Annika i "Att överleva...". Johanna och Kristina visade en uppdelad grupp på 60 st. (större delen var ungdommar) från Rödeby församling, runt i friluftsmuseet. Under kvällen hade vi en kurs i Svartsmide i Smedjan med 6 st.
2023-03-20;Museet stängt.
2023-03-19;Otroligt med folk som kom till Vårkänning! Till föredraget med Emily Bratt kom det 80 st och visningen i trädgården med Robin kom 47 st. Under dagen hade vi även två barnkalas tillsammans med Rebecka.
2023-03-18;Jessica hade en visning av Dekanhuset som lockade 10 pers. Flera kommer fortfarande för Pippi, vi tipsar om andra roliga saker för barn på museet. En grupp studenter med lärare från Nova Scotia gick runt på egen hand, 13 pers. Kurs i svartsmide i smedjan, 6 pers.
2023-03-17;Smide i smedjan för 6 pers var dagens enda bokade punkt i veckorprogrammet.
2023-03-16;Skapande-skola program: besökte kulturen i 2 omgångar för en rundvandring, "Att vara barn förr i tiden" med Annika&Olle, de va 23 personer första omgången och 26 personer andra. Gymnasieskolan Spyken besökte för en visning av "Uppklädd kvinnligt mode" med Monica, de var 30 personer. International School of Lund besökte för en visning av "Metropolis" med Olle, de var 34 personer. Gymnasieskolan Vipan besökte oss med 5 personer för att titta på "En stund i Lund" och Friluftsmuseet. Yvonne höll i Körkortsutbildning. Foto-elever från Gymnasieskolan Spyken kom för att titta på "jag ser dig", de var 7 personer.  Svartsmide under kvällen med 6 personer. Kvällen lugn på museet med få besökare, ingen kom på visningen kl 18.
2023-03-15;Vikingaskolan åk 3 hade Skapande skola med Yvonne och Kristina, 23 pers. Lingua Montessori delade upp sig i två grupper där en grupp fick en visning i Metropolis av Olle medans den andra gruppen tittade på "En stund i Lund", därefter byte grupperna, 33 pers. Katedralskolan besökte "Vi som kom till er" på egen hand, de var 28 pers. Olle hade även en allmän visning för PRO Billinge Stockamöllan, 10 pers. Annika hade onsdagsvisning med tema "Kvinnorna i huset" för 9. Besökarna på denna visning fick sedan spontanvisning av Ola i arbetarbostaden och ringde efteråt och ville tacka både Annika och Ola för enastående insats och oförglömlig upplevelse. S:t Petri skola kom med både svenska och tyska studenter som gick på egen hand, 29 pers. Körkortsuppdatering med Yvonne, 18 pers deltog. Smide under kvällen, 6 pers.
2023-03-14;Idag hade vi Arkeologiseminarium i Auditoriet, Länstyrelsen Skåne hade bokat detta och även några arkeologer från oss var på plats. Vegalyckan skola gick själva på museet, de var en grupp på 6 pers från åk 1-3. Under kvällen var det en kurs i Smedjan.
2023-03-13;Museet stängt. Kvällskurs i Smedjan.
2023-03-12;Svartsmide vid två tillfällen med totalt 12 personer. Ola hade en visning av Arbetarbostaden, till den kom det 2 personer. Helgkurs i Yllebroderi med hemslöjden, totalt: 9 personer.
2023-03-11;Studieförbundet hade kurs i smedjan vid 2 st tillfällen under dagen, det kom 12 personer totalt. Helgkurs i yllebroderi med hemslöjden, det kom x personer. Ola hade en visning av Thomanderska huset, det kom 3 personer. Det var drop-in pyssel, totalt 22 närvarande. Vid lunchtid fastnade tyvärr 3 besökare i hissen i nästan en halvtimma. Nödöppnaren fungerade inte och med hjälp av tekniker per telefon löste det sig.
2023-03-10;Kristina har två omgångar Skapande skola med Gunnesboskolan, 13 + 20 pers. Institutionen för arkeologi och antikens historia från Lunds universitet går på egen hand, 25 pers. Svartsmide i smedjan, 6 pers.
2023-03-09;Lugn och solig dag. Gymnasieskolan Vipan kom med KKL och besökte bl. a."Mästarprovet", de var 4 st. Körkortsutbildning med Yvonne och Annika, 7 deltog. Kvällsvisning av Borgarhusets hemligheter med Ola, till den kom 2 pers. Kurs i smedjan, 6 pers.
2023-03-08;Idag hade vi en förskoleklass från Bilingual Montessori School of Lund som gick runt i parken innan öppning, de var 15 barn och 4 vuxna. För att fira Internationella Kvinnodagen hade vi en visning med Karin som berättade om Kvinnorna i husen, till den kom 15 st. Undet kvällen var det en kurs i smedjan med 6 st.
2023-03-07;Skapande skola Lerbäcksskolan kom 23 pers och fick en rundtur med Annika och Emma, efter det kom Backaskolan 21 pers och fick detsamma. En grupp lärare från Nordvästra Skåne fick en visning av Yvonne och därefter fika i kaféet, 14 pers. Östratornsskolan åk9 kom 37 pers, blandad grupp med besökande elever från Tyskland, de fick alla en allmän visning av Monica. Kvällssmide i smedjan.
2023-03-06;Museet stängt. Smidekurs i smedjan för 6 pers.
2023-03-05;Lugn söndag. Skattjaktskalas i Dekanhuset idag, 17 barn och 2 vuxna. Barnkalasguider var Asta och Ludwig. Studieförbundet hade kurs i svartsmide, 6 personer deltog. Jessica höll en gudiad tur om familjerna som bodde i huset, 3 besökare deltog.
2023-03-04;Föredrag om medeltida bågskytte med Henrik Arnstad. Totalt (förköp + köp i butiken) kom det 31 vuxna och 4 barn. Monica höll en visning, till den kom det 17 personer. Ola gav en introduktionsvisning, 5 vuxna kom till den. Annars en solig dag med gott om besökare!
