år;månad;kommun;skolnivå;skolkategori;antal
2019;Nov;Lund;Förskola;skola-barn;133
2019;Nov;Sjöbo;Förskola;skola-barn;58
2019;Nov;Lund;Förskoleklass;skola-barn;61
2019;Nov;Staffanstorp;Förskoleklass;skola-barn;28
2019;Nov;Lund;Gymnasium;skola-barn;94
2019;Nov;Ystad;Gymnasium;skola-barn;43
2019;Nov;Övrigt;Gymnasium;skola-barn;25
2019;Nov;Lund;Årskurs 1;skola-barn;27
2019;Nov;Staffanstorp;Årskurs 1;skola-barn;28
2019;Nov;Lund;Årskurs 3;skola-barn;25
2019;Nov;Landskrona;Årskurs 4;skola-barn;22
2019;Nov;Lomma;Årskurs 8;skola-barn;26
2019;Nov;Malmö;Årskurs 8;skola-barn;17
2019;Nov;Övrigt;Årskurs 8;skola-barn;24
2019;Nov;Hässleholm;Årskurs 9;skola-barn;27
2019;Nov;Övrigt;Årskurs 9;skola-barn;24
2019;Nov;Lund;Högskola;skola-vuxen;
2019;Nov;Övrigt;Högskola;skola-vuxen;
2019;Nov;Lund;Vuxenutbildning;skola-vuxen;201
2019;Nov;Staffanstorp;Vuxenutbildning;skola-vuxen;31
2019;Nov;Östra Göinge;Vuxenutbildning;skola-vuxen;12
2019;Dec;Lomma;Förskola;skola-barn;26
2019;Dec;Lund;Förskola;skola-barn;148
2019;Dec;Kävlinge;Förskoleklass;skola-barn;24
2019;Dec;Lund;Förskoleklass;skola-barn;89
2019;Dec;Malmö;Förskoleklass;skola-barn;16
2019;Dec;Burlöv;Gymnasium;skola-barn;30
2019;Dec;Lund;Gymnasium;skola-barn;215
2019;Dec;Trelleborg;Gymnasium;skola-barn;32
2019;Dec;Lund;Årskurs 1;skola-barn;93
2019;Dec;Lomma;Årskurs 2;skola-barn;27
2019;Dec;Lund;Årskurs 2;skola-barn;62
2019;Dec;Staffanstorp;Årskurs 2;skola-barn;22
2019;Dec;Svalöv;Årskurs 2;skola-barn;35
2019;Dec;Övrigt;Årskurs 2;skola-barn;46
2019;Dec;Kävlinge;Årskurs 3;skola-barn;2
2019;Dec;Staffanstorp;Årskurs 3;skola-barn;43
2019;Dec;Lund;Årskurs 5;skola-barn;30
2019;Dec;Lund;Årskurs 6;skola-barn;25
2019;Dec;Staffanstorp;Årskurs 7;skola-barn;17
2019;Dec;Lund;Högskola;skola-vuxen;
2019;Dec;Eslöv;Vuxenutbildning;skola-vuxen;4
2019;Dec;Lund;Vuxenutbildning;skola-vuxen;147
2019;Dec;Malmö;Vuxenutbildning;skola-vuxen;19
2019;Dec;Staffanstorp;Vuxenutbildning;skola-vuxen;10
2020;Jan;Lund;Förskola;skola-barn;120
2020;Jan;Malmö;Förskola;skola-barn;15
2020;Jan;Lund;Förskoleklass;skola-barn;1
2020;Jan;Lund;Gymnasium;skola-barn;22
2020;Jan;Lund;Årskurs 1;skola-barn;1
2020;Jan;Lund;Årskurs 5;skola-barn;39
2020;Jan;Lomma;Årskurs 7;skola-barn;21
2020;Jan;Lund;Årskurs 8;skola-barn;1
2020;Jan;Lund;Högskola;skola-vuxen;
2020;Jan;Lund;Vuxenutbildning;skola-vuxen;22
2020;Jan;Vellinge;Vuxenutbildning;skola-vuxen;10
2020;Jan;Övrigt;Vuxenutbildning;skola-vuxen;28
2020;Feb;Landskrona;Förskola;skola-barn;15
2020;Feb;Lund;Förskola;skola-barn;330
2020;Feb;Malmö;Förskola;skola-barn;18
2020;Feb;Lund;Förskoleklass;skola-barn;34
2020;Feb;Trelleborg;Förskoleklass;skola-barn;4
2020;Feb;Lund;Gymnasium;skola-barn;111
2020;Feb;Lund;Årskurs 1;skola-barn;34
2020;Feb;Lund;Årskurs 2;skola-barn;56
2020;Feb;Lund;Årskurs 3;skola-barn;1
2020;Feb;Svalöv;Årskurs 3;skola-barn;4
2020;Feb;Lund;Årskurs 5;skola-barn;3
2020;Feb;Lund;Årskurs 6;skola-barn;15
2020;Feb;Helsingborg;Årskurs 9;skola-barn;13
2020;Feb;Lund;Årskurs 9;skola-barn;1
2020;Feb;Lund;Högskola;skola-vuxen;
2020;Feb;Lund;Vuxenutbildning;skola-vuxen;190
2020;Feb;Svedala;Vuxenutbildning;skola-vuxen;19
2020;Mar;Lund;Förskola;skola-barn;225
2020;Mar;Lund;Förskoleklass;skola-barn;31
2020;Mar;Lund;Gymnasium;skola-barn;34
2020;Mar;Lund;Årskurs 1;skola-barn;33
2020;Mar;Lund;Årskurs 5;skola-barn;18
2020;Mar;Lund;Årskurs 6;skola-barn;20
2020;Mar;Lund;Högskola;skola-vuxen;
2020;Mar;Båstad;Vuxenutbildning;skola-vuxen;30
2020;Mar;Lund;Vuxenutbildning;skola-vuxen;305
2020;Apr;Lund;Förskola;skola-barn;113
2020;Apr;Lund;Förskoleklass;skola-barn;25
2020;Apr;Malmö;Gymnasium;skola-barn;1
2020;Apr;Lund;Årskurs 1;skola-barn;10
2020;Apr;Lund;Årskurs 5;skola-barn;2
2020;Apr;Lund;Högskola;skola-vuxen;
2020;Apr;Lund;Vuxenutbildning;skola-vuxen;13
2020;Maj;Lund;Förskola;skola-barn;176
2020;Maj;Malmö;Förskola;skola-barn;23
2020;Maj;Lund;Förskoleklass;skola-barn;57
2020;Maj;Lund;Gymnasium;skola-barn;85
2020;Maj;Lund;Årskurs 2;skola-barn;24
2020;Maj;Kristianstad;Årskurs 3;skola-barn;58
2020;Maj;Lund;Årskurs 3;skola-barn;38
2020;Maj;Staffanstorp;Årskurs 4;skola-barn;1
2020;Maj;Lund;Årskurs 5;skola-barn;65
2020;Maj;Staffanstorp;Årskurs 5;skola-barn;42
2020;Maj;Lund;Årskurs 7;skola-barn;1
2020;Maj;Lund;Vuxenutbildning;skola-vuxen;22
2020;Maj;Malmö;Vuxenutbildning;skola-vuxen;7
2020;Jun;Lund;Förskola;skola-barn;165
2020;Jun;Övrigt;Gymnasium;skola-barn;4
2020;Jun;Kristianstad;Årskurs 3;skola-barn;78
2020;Jun;Lund;Årskurs 3;skola-barn;2
2020;Jun;Lund;Årskurs 4;skola-barn;15
2020;Jun;Lund;Årskurs 5;skola-barn;48
2020;Jun;Lund;Årskurs 6;skola-barn;2
2020;Jun;Lund;Årskurs 7;skola-barn;5
2020;Jun;Tomelilla;Årskurs 8;skola-barn;11
2020;Jun;Trelleborg;Årskurs 8;skola-barn;10
2020;Jun;Trelleborg;Högskola;skola-vuxen;
2020;Jun;Lund;Vuxenutbildning;skola-vuxen;27
2020;Jun;Övrigt;Vuxenutbildning;skola-vuxen;3
2020;Jul;Lund;Förskola;skola-barn;63
2020;Jul;Lund;Förskoleklass;skola-barn;9
2020;Jul;Lund;Årskurs 1;skola-barn;6
2020;Jul;Lund;Årskurs 2;skola-barn;4
2020;Jul;Lund;Årskurs 3;skola-barn;34
2020;Jul;Lund;Årskurs 4;skola-barn;2
2020;Jul;Helsingborg;Årskurs 5;skola-barn;4
2020;Jul;Lund;Årskurs 5;skola-barn;1
2020;Jul;Lund;Årskurs 6;skola-barn;4
2020;Jul;Malmö;Årskurs 7;skola-barn;2
2020;Jul;Malmö;Årskurs 8;skola-barn;3
2020;Jul;Malmö;Årskurs 9;skola-barn;3
2020;Jul;Lund;Vuxenutbildning;skola-vuxen;5
2020;Aug;Lund;Förskola;skola-barn;16
2020;Aug;Lund;Förskoleklass;skola-barn;13
2020;Aug;Lund;Gymnasium;skola-barn;58
2020;Aug;Lund;Årskurs 1;skola-barn;9
2020;Aug;Lund;Årskurs 5;skola-barn;60
2020;Aug;Malmö;Årskurs 7;skola-barn;3
2020;Aug;Lund;Årskurs 8;skola-barn;17
2020;Aug;Lund;Årskurs 9;skola-barn;94
2020;Aug;Malmö;Årskurs 9;skola-barn;110
2020;Aug;Lund;Högskola;skola-vuxen;
2020;Aug;Vellinge;Högskola;skola-vuxen;
2020;Aug;Lund;Vuxenutbildning;skola-vuxen;109
2020;Sep;Lund;Förskola;skola-barn;143
2020;Sep;Lund;Gymnasium;skola-barn;352
2020;Sep;Svedala;Gymnasium;skola-barn;17
2020;Sep;Staffanstorp;Årskurs 1;skola-barn;36
2020;Sep;Lund;Årskurs 3;skola-barn;445
2020;Sep;Lund;Årskurs 5;skola-barn;6
2020;Sep;Malmö;Årskurs 6;skola-barn;26
2020;Sep;Lund;Årskurs 8;skola-barn;189
2020;Sep;Lund;Högskola;skola-vuxen;
2020;Sep;Övrigt;Högskola;skola-vuxen;
2020;Sep;Lund;Vuxenutbildning;skola-vuxen;286
2020;Sep;Övrigt;Vuxenutbildning;skola-vuxen;12
2020;Okt;Lund;Förskola;skola-barn;175
2020;Okt;Malmö;Förskola;skola-barn;10
2020;Okt;Burlöv;Gymnasium;skola-barn;10
2020;Okt;Lund;Gymnasium;skola-barn;218
2020;Okt;Svalöv;Gymnasium;skola-barn;19
2020;Okt;Kävlinge;Årskurs 1;skola-barn;25
2020;Okt;Lund;Årskurs 1;skola-barn;10
2020;Okt;Lund;Årskurs 2;skola-barn;50
2020;Okt;Lund;Årskurs 3;skola-barn;55
2020;Okt;Malmö;Årskurs 3;skola-barn;2
2020;Okt;Lund;Årskurs 4;skola-barn;59
2020;Okt;Lund;Årskurs 7;skola-barn;16
2020;Okt;Lomma;Årskurs 8;skola-barn;8
2020;Okt;Lund;Årskurs 8;skola-barn;2
2020;Okt;Lund;Vuxenutbildning;skola-vuxen;384
2020;Okt;Svedala;Vuxenutbildning;skola-vuxen;12
2020;Nov;Lund;Förskola;skola-barn;123
2020;Nov;Malmö;Förskola;skola-barn;26
2020;Nov;Lund;Gymnasium;skola-barn;45
2020;Nov;Lund;Årskurs 3;skola-barn;7
2020;Nov;Hässleholm;Årskurs 8;skola-barn;3
2020;Nov;Lomma;Årskurs 9;skola-barn;1
2020;Nov;Lund;Årskurs 9;skola-barn;20
2020;Nov;Lund;Vuxenutbildning;skola-vuxen;54
2020;Dec;Lund;Förskola;skola-barn;47
2020;Dec;Lund;Förskoleklass;skola-barn;22
2020;Dec;Lund;Årskurs 6;skola-barn;35
2020;Dec;Lund;Årskurs 7;skola-barn;12
2020;Dec;Lund;Högskola;skola-vuxen;
2020;Dec;Lund;Vuxenutbildning;skola-vuxen;18
2021;Jan;Lund;Förskola;skola-barn;36
2021;Jan;Lund;Vuxenutbildning;skola-vuxen;3
2021;Feb;Lund;Förskola;skola-barn;59
2021;Feb;Lund;Gymnasium;skola-barn;1
2021;Feb;Lund;Årskurs 3;skola-barn;7
2021;Feb;Lund;Årskurs 4;skola-barn;26
2021;Feb;Lund;Årskurs 5;skola-barn;31
2021;Feb;Lund;Högskola;skola-vuxen;
2021;Mar;Lund;Förskola;skola-barn;41
2021;Mar;Lund;Årskurs 2;skola-barn;53
2021;Mar;Lund;Årskurs 5;skola-barn;6
2021;Mar;Lund;Årskurs 6;skola-barn;6
2021;Mar;Lund;Årskurs 7;skola-barn;27
2021;Mar;Lund;Årskurs 8;skola-barn;10
2021;Mar;Burlöv;Årskurs 9;skola-barn;1
2021;Mar;Kristianstad;Högskola;skola-vuxen;
2021;Mar;Lund;Högskola;skola-vuxen;
2021;Apr;Lund;Förskola;skola-barn;139
2021;Apr;Lund;Förskoleklass;skola-barn;25
2021;Apr;Lund;Gymnasium;skola-barn;47
2021;Apr;Lund;Årskurs 2;skola-barn;29
2021;Apr;Lund;Årskurs 4;skola-barn;28
2021;Apr;Malmö;Årskurs 7;skola-barn;31
2021;Apr;Lund;Högskola;skola-vuxen;
2021;Apr;Lomma;Vuxenutbildning;skola-vuxen;1
2021;Apr;Lund;Vuxenutbildning;skola-vuxen;34
2021;Maj;Lund;Förskola;skola-barn;111
2021;Maj;Svedala;Förskola;skola-barn;15
2021;Maj;Lund;Gymnasium;skola-barn;38
2021;Maj;Malmö;Årskurs 1;skola-barn;16
2021;Maj;Staffanstorp;Årskurs 1;skola-barn;55
2021;Maj;Lund;Årskurs 2;skola-barn;41
2021;Maj;Lund;Årskurs 3;skola-barn;42
2021;Maj;Malmö;Årskurs 3;skola-barn;90
2021;Maj;Staffanstorp;Årskurs 3;skola-barn;10
2021;Maj;Lund;Årskurs 6;skola-barn;144
2021;Maj;Lund;Årskurs 7;skola-barn;7
2021;Maj;Hörby;Årskurs 8;skola-barn;5
2021;Maj;Lund;Årskurs 8;skola-barn;2
2021;Maj;Lund;Årskurs 9;skola-barn;2
2021;Maj;Lund;Högskola;skola-vuxen;
2021;Maj;Lund;Vuxenutbildning;skola-vuxen;25
2021;Maj;Malmö;Vuxenutbildning;skola-vuxen;15
2021;Maj;Svalöv;Vuxenutbildning;skola-vuxen;15
2021;Jun;Lund;Förskola;skola-barn;137
2021;Jun;Lund;Förskoleklass;skola-barn;58
2021;Jun;Lund;Gymnasium;skola-barn;96
2021;Jun;Malmö;Gymnasium;skola-barn;11
2021;Jun;Övrigt;Gymnasium;skola-barn;25
2021;Jun;Lund;Årskurs 3;skola-barn;58
2021;Jun;Lund;Årskurs 4;skola-barn;1
2021;Jun;Malmö;Årskurs 5;skola-barn;10
2021;Jun;Staffanstorp;Årskurs 5;skola-barn;55
2021;Jun;Lund;Årskurs 6;skola-barn;63
2021;Jun;Lund;Årskurs 7;skola-barn;9
2021;Jun;Staffanstorp;Årskurs 7;skola-barn;29
2021;Jun;Lund;Högskola;skola-vuxen;
2021;Jun;Lund;Vuxenutbildning;skola-vuxen;18
2021;Jun;Svedala;Vuxenutbildning;skola-vuxen;10
2021;Jul;Lund;Förskola;skola-barn;52
2021;Jul;Lund;Förskoleklass;skola-barn;4
2021;Jul;Lund;Gymnasium;skola-barn;1
2021;Jul;Lund;Årskurs 1;skola-barn;5
2021;Jul;Lund;Årskurs 2;skola-barn;17
2021;Jul;Eslöv;Årskurs 3;skola-barn;27
2021;Jul;Lund;Årskurs 3;skola-barn;21
2021;Jul;Lomma;Årskurs 4;skola-barn;1
2021;Jul;Lund;Årskurs 4;skola-barn;5
2021;Jul;Lund;Högskola;skola-vuxen;
2021;Jul;Lund;Vuxenutbildning;skola-vuxen;19
2021;Aug;Lund;Förskola;skola-barn;8
2021;Aug;Lund;Förskoleklass;skola-barn;1
2021;Aug;Lund;Gymnasium;skola-barn;174
2021;Aug;Lund;Årskurs 1;skola-barn;4
2021;Aug;Lund;Årskurs 2;skola-barn;14
2021;Aug;Lund;Årskurs 4;skola-barn;4
2021;Aug;Övrigt;Årskurs 5;skola-barn;54
2021;Aug;Kävlinge;Årskurs 8;skola-barn;59
2021;Aug;Lund;Årskurs 8;skola-barn;4
2021;Aug;Lund;Årskurs 9;skola-barn;17
2021;Aug;Malmö;Årskurs 9;skola-barn;4
2021;Aug;Lund;Högskola;skola-vuxen;
2021;Aug;Malmö;Högskola;skola-vuxen;
2021;Aug;Burlöv;Vuxenutbildning;skola-vuxen;13
2021;Aug;Eslöv;Vuxenutbildning;skola-vuxen;2
2021;Aug;Lund;Vuxenutbildning;skola-vuxen;23
2021;Sep;Lund;Förskola;skola-barn;181
2021;Sep;Vellinge;Förskola;skola-barn;24
2021;Sep;Lund;Gymnasium;skola-barn;381
2021;Sep;Övrigt;Gymnasium;skola-barn;18
2021;Sep;Lund;Årskurs 2;skola-barn;38
2021;Sep;Malmö;Årskurs 2;skola-barn;63
2021;Sep;Lund;Årskurs 3;skola-barn;3
2021;Sep;Lund;Årskurs 5;skola-barn;81
2021;Sep;Lund;Årskurs 6;skola-barn;23
2021;Sep;Lund;Årskurs 7;skola-barn;9
2021;Sep;Lund;Högskola;skola-vuxen;
2021;Sep;Båstad;Vuxenutbildning;skola-vuxen;15
2021;Sep;Eslöv;Vuxenutbildning;skola-vuxen;69
2021;Sep;Lund;Vuxenutbildning;skola-vuxen;147
2021;Sep;Malmö;Vuxenutbildning;skola-vuxen;20
2021;Sep;Svalöv;Vuxenutbildning;skola-vuxen;20
2021;Sep;Ängelholm;Vuxenutbildning;skola-vuxen;9
2021;Sep;Övrigt;Vuxenutbildning;skola-vuxen;6
2021;Okt;Lund;Förskola;skola-barn;75
2021;Okt;Lund;Förskoleklass;skola-barn;48
2021;Okt;Lund;Gymnasium;skola-barn;243
2021;Okt;Malmö;Gymnasium;skola-barn;14
2021;Okt;Svalöv;Gymnasium;skola-barn;25
2021;Okt;Svedala;Gymnasium;skola-barn;9
2021;Okt;Övrigt;Gymnasium;skola-barn;20
2021;Okt;Lund;Årskurs 1;skola-barn;1
2021;Okt;Eslöv;Årskurs 2;skola-barn;26
2021;Okt;Kävlinge;Årskurs 2;skola-barn;25
2021;Okt;Lund;Årskurs 2;skola-barn;48
2021;Okt;Kävlinge;Årskurs 3;skola-barn;59
2021;Okt;Lund;Årskurs 3;skola-barn;424
2021;Okt;Lund;Årskurs 4;skola-barn;3
2021;Okt;Lund;Årskurs 8;skola-barn;42
2021;Okt;Lund;Högskola;skola-vuxen;
2021;Okt;Lund;Vuxenutbildning;skola-vuxen;221
2021;Okt;Malmö;Vuxenutbildning;skola-vuxen;17
2021;Okt;Skurup;Vuxenutbildning;skola-vuxen;14
2021;Okt;Övrigt;Vuxenutbildning;skola-vuxen;50
2021;Nov;Lund;Förskola;skola-barn;34
2021;Nov;Lund;Förskoleklass;skola-barn;62
2021;Nov;Staffanstorp;Förskoleklass;skola-barn;34
2021;Nov;Lund;Gymnasium;skola-barn;242
2021;Nov;Malmö;Gymnasium;skola-barn;19
2021;Nov;Lund;Årskurs 1;skola-barn;22
2021;Nov;Lund;Årskurs 2;skola-barn;3
2021;Nov;Staffanstorp;Årskurs 2;skola-barn;15
2021;Nov;Lund;Årskurs 3;skola-barn;82
2021;Nov;Malmö;Årskurs 3;skola-barn;29
2021;Nov;Lund;Årskurs 5;skola-barn;17
2021;Nov;Lund;Årskurs 6;skola-barn;59
2021;Nov;Lund;Årskurs 7;skola-barn;26
2021;Nov;Lund;Årskurs 8;skola-barn;34
2021;Nov;Lund;Högskola;skola-vuxen;
2021;Nov;Malmö;Högskola;skola-vuxen;
2021;Nov;Lund;Vuxenutbildning;skola-vuxen;221
2021;Nov;Malmö;Vuxenutbildning;skola-vuxen;11
2021;Nov;Svalöv;Vuxenutbildning;skola-vuxen;10
2021;Nov;Övrigt;Vuxenutbildning;skola-vuxen;26
2021;Dec;Lund;Förskola;skola-barn;148
2021;Dec;Burlöv;Förskoleklass;skola-barn;17
2021;Dec;Kävlinge;Förskoleklass;skola-barn;24
2021;Dec;Lund;Förskoleklass;skola-barn;68
2021;Dec;Burlöv;Gymnasium;skola-barn;21
2021;Dec;Lund;Gymnasium;skola-barn;170
2021;Dec;Burlöv;Årskurs 1;skola-barn;21
2021;Dec;Kävlinge;Årskurs 1;skola-barn;22
2021;Dec;Lund;Årskurs 1;skola-barn;360
2021;Dec;Burlöv;Årskurs 2;skola-barn;23
2021;Dec;Hörby;Årskurs 2;skola-barn;89
2021;Dec;Kävlinge;Årskurs 2;skola-barn;24
2021;Dec;Lund;Årskurs 2;skola-barn;1
2021;Dec;Lund;Årskurs 3;skola-barn;114
2021;Dec;Lund;Årskurs 4;skola-barn;106
2021;Dec;Malmö;Årskurs 4;skola-barn;26
2021;Dec;Lund;Årskurs 5;skola-barn;72
2021;Dec;Lund;Årskurs 7;skola-barn;23
2021;Dec;Lund;Årskurs 8;skola-barn;3
2021;Dec;Lund;Årskurs 9;skola-barn;2
2021;Dec;Lund;Högskola;skola-vuxen;
2021;Dec;Kristianstad;Vuxenutbildning;skola-vuxen;14
2021;Dec;Lund;Vuxenutbildning;skola-vuxen;177
2021;Dec;Malmö;Vuxenutbildning;skola-vuxen;22
2021;Dec;Tomelilla;Vuxenutbildning;skola-vuxen;35
2021;Dec;Övrigt;Vuxenutbildning;skola-vuxen;25
2022;Jan;Lund;Förskola;skola-barn;9
2022;Jan;Lund;Förskoleklass;skola-barn;24
2022;Jan;Lund;Gymnasium;skola-barn;16
2022;Jan;Lund;Årskurs 2;skola-barn;16
2022;Jan;Lund;Årskurs 6;skola-barn;1
2022;Jan;Lund;Högskola;skola-vuxen;
2022;Jan;Övrigt;Högskola;skola-vuxen;
2022;Jan;Lund;Vuxenutbildning;skola-vuxen;7
2022;Feb;Kristianstad;Förskola;skola-barn;8
2022;Feb;Lund;Förskola;skola-barn;95
2022;Feb;Sjöbo;Förskola;skola-barn;1
2022;Feb;Lund;Förskoleklass;skola-barn;42
2022;Feb;Staffanstorp;Förskoleklass;skola-barn;22
2022;Feb;Svedala;Gymnasium;skola-barn;14
2022;Feb;Kristianstad;Årskurs 1;skola-barn;2
2022;Feb;Lund;Årskurs 1;skola-barn;15
2022;Feb;Kristianstad;Årskurs 2;skola-barn;2
2022;Feb;Lund;Årskurs 2;skola-barn;71
2022;Feb;Kristianstad;Årskurs 3;skola-barn;2
2022;Feb;Lund;Årskurs 3;skola-barn;1
2022;Feb;Lund;Årskurs 6;skola-barn;1
2022;Feb;Lund;Årskurs 9;skola-barn;23
2022;Feb;Lund;Högskola;skola-vuxen;
2022;Feb;Lund;Vuxenutbildning;skola-vuxen;151
2022;Feb;Tomelilla;Vuxenutbildning;skola-vuxen;9
2022;Mar;Lund;Förskola;skola-barn;278
2022;Mar;Lund;Förskoleklass;skola-barn;123
2022;Mar;Båstad;Gymnasium;skola-barn;24
2022;Mar;Lund;Gymnasium;skola-barn;119
2022;Mar;Malmö;Gymnasium;skola-barn;29
2022;Mar;Svedala;Gymnasium;skola-barn;21
2022;Mar;Kävlinge;Årskurs 1;skola-barn;27
2022;Mar;Lund;Årskurs 1;skola-barn;101
2022;Mar;Lund;Årskurs 2;skola-barn;82
2022;Mar;Lund;Årskurs 3;skola-barn;107
2022;Mar;Lund;Årskurs 4;skola-barn;41
2022;Mar;Lund;Årskurs 5;skola-barn;53
2022;Mar;Simrishamn;Årskurs 5;skola-barn;19
2022;Mar;Lund;Årskurs 8;skola-barn;48
2022;Mar;Övrigt;Årskurs 8;skola-barn;54
2022;Mar;Lund;Årskurs 9;skola-barn;34
2022;Mar;Lund;Högskola;skola-vuxen;
2022;Mar;Lund;Vuxenutbildning;skola-vuxen;44
2022;Mar;Vellinge;Vuxenutbildning;skola-vuxen;40
2022;Mar;Övrigt;Vuxenutbildning;skola-vuxen;22
2022;Apr;Kävlinge;Förskola;skola-barn;19
2022;Apr;Lomma;Förskola;skola-barn;19
2022;Apr;Lund;Förskola;skola-barn;314
2022;Apr;Malmö;Förskola;skola-barn;50
2022;Apr;Lund;Förskoleklass;skola-barn;6
2022;Apr;Lund;Gymnasium;skola-barn;27
2022;Apr;Malmö;Gymnasium;skola-barn;5
2022;Apr;Övrigt;Gymnasium;skola-barn;80
2022;Apr;Lund;Årskurs 1;skola-barn;61
2022;Apr;Staffanstorp;Årskurs 3;skola-barn;79
2022;Apr;Lund;Årskurs 4;skola-barn;94
2022;Apr;Ängelholm;Årskurs 4;skola-barn;24
2022;Apr;Lund;Årskurs 7;skola-barn;69
2022;Apr;Lomma;Årskurs 8;skola-barn;180
2022;Apr;Lund;Årskurs 8;skola-barn;44
2022;Apr;Bromölla;Högskola;skola-vuxen;
2022;Apr;Lomma;Högskola;skola-vuxen;
2022;Apr;Lund;Högskola;skola-vuxen;
2022;Apr;Burlöv;Vuxenutbildning;skola-vuxen;10
2022;Apr;Lomma;Vuxenutbildning;skola-vuxen;1
2022;Apr;Lund;Vuxenutbildning;skola-vuxen;299
2022;Apr;Övrigt;Vuxenutbildning;skola-vuxen;9
2022;Maj;Hässleholm;Förskola;skola-barn;19
2022;Maj;Kävlinge;Förskola;skola-barn;26
2022;Maj;Lund;Förskola;skola-barn;186
2022;Maj;Malmö;Förskola;skola-barn;63
2022;Maj;Skurup;Förskola;skola-barn;25
2022;Maj;Lund;Förskoleklass;skola-barn;79
2022;Maj;Lund;Gymnasium;skola-barn;208
2022;Maj;Malmö;Gymnasium;skola-barn;27
2022;Maj;Trelleborg;Gymnasium;skola-barn;25
2022;Maj;Övrigt;Gymnasium;skola-barn;11
2022;Maj;Lund;Årskurs 1;skola-barn;8
2022;Maj;Lund;Årskurs 2;skola-barn;12
2022;Maj;Lund;Årskurs 3;skola-barn;78
2022;Maj;Båstad;Årskurs 4;skola-barn;24
2022;Maj;Höör;Årskurs 4;skola-barn;13
2022;Maj;Kristianstad;Årskurs 4;skola-barn;42
2022;Maj;Lund;Årskurs 4;skola-barn;2
2022;Maj;Malmö;Årskurs 4;skola-barn;35
2022;Maj;Landskrona;Årskurs 5;skola-barn;12
2022;Maj;Lund;Årskurs 5;skola-barn;58
2022;Maj;Malmö;Årskurs 5;skola-barn;28
2022;Maj;Lund;Årskurs 6;skola-barn;42
2022;Maj;Malmö;Årskurs 7;skola-barn;4
2022;Maj;Hässleholm;Årskurs 8;skola-barn;31
2022;Maj;Lomma;Årskurs 8;skola-barn;215
2022;Maj;Lund;Årskurs 8;skola-barn;52
2022;Maj;Lund;Högskola;skola-vuxen;
2022;Maj;Malmö;Högskola;skola-vuxen;
2022;Maj;Burlöv;Vuxenutbildning;skola-vuxen;32
2022;Maj;Lund;Vuxenutbildning;skola-vuxen;103
2022;Maj;Sjöbo;Vuxenutbildning;skola-vuxen;36
2022;Maj;Övrigt;Vuxenutbildning;skola-vuxen;9
2022;Jun;Eslöv;Förskola;skola-barn;10
2022;Jun;Hässleholm;Förskola;skola-barn;11
2022;Jun;Lund;Förskola;skola-barn;163
2022;Jun;Malmö;Förskola;skola-barn;66
2022;Jun;Trelleborg;Förskola;skola-barn;25
2022;Jun;Lund;Förskoleklass;skola-barn;38
2022;Jun;Eslöv;Gymnasium;skola-barn;19
2022;Jun;Lund;Gymnasium;skola-barn;12
2022;Jun;Trelleborg;Gymnasium;skola-barn;60
2022;Jun;Vellinge;Gymnasium;skola-barn;9
2022;Jun;Lund;Årskurs 1;skola-barn;129
2022;Jun;Hörby;Årskurs 2;skola-barn;104
2022;Jun;Kävlinge;Årskurs 2;skola-barn;55
2022;Jun;Lund;Årskurs 2;skola-barn;103
2022;Jun;Malmö;Årskurs 2;skola-barn;10
2022;Jun;Lund;Årskurs 3;skola-barn;24
2022;Jun;Malmö;Årskurs 3;skola-barn;40
2022;Jun;Lund;Årskurs 4;skola-barn;83
2022;Jun;Malmö;Årskurs 4;skola-barn;5
2022;Jun;Eslöv;Årskurs 5;skola-barn;28
2022;Jun;Lund;Årskurs 5;skola-barn;62
2022;Jun;Sjöbo;Årskurs 5;skola-barn;24
2022;Jun;Lund;Årskurs 6;skola-barn;38
2022;Jun;Kävlinge;Årskurs 7;skola-barn;32
2022;Jun;Övrigt;Årskurs 7;skola-barn;25
2022;Jun;Lund;Årskurs 8;skola-barn;39
2022;Jun;Malmö;Årskurs 8;skola-barn;34
2022;Jun;Trelleborg;Årskurs 8;skola-barn;11
2022;Jun;Örkelljunga;Årskurs 9;skola-barn;19
2022;Jun;Lund;Högskola;skola-vuxen;
2022;Jun;Burlöv;Vuxenutbildning;skola-vuxen;9
2022;Jun;Helsingborg;Vuxenutbildning;skola-vuxen;14
2022;Jun;Lund;Vuxenutbildning;skola-vuxen;64
2022;Jun;Malmö;Vuxenutbildning;skola-vuxen;51
2022;Jul;Lund;Förskola;skola-barn;53
2022;Jul;Malmö;Förskola;skola-barn;27
2022;Jul;Lund;Förskoleklass;skola-barn;5
2022;Jul;Lund;Årskurs 2;skola-barn;24
2022;Jul;Lund;Vuxenutbildning;skola-vuxen;15
2022;Jul;Malmö;Vuxenutbildning;skola-vuxen;33
2022;Aug;Lund;Förskola;skola-barn;8
2022;Aug;Malmö;Förskola;skola-barn;10
2022;Aug;Helsingborg;Gymnasium;skola-barn;11
2022;Aug;Lund;Gymnasium;skola-barn;96
2022;Aug;Vellinge;Gymnasium;skola-barn;23
2022;Aug;Lund;Årskurs 2;skola-barn;17
2022;Aug;Hörby;Årskurs 3;skola-barn;16
2022;Aug;Lund;Årskurs 3;skola-barn;18
2022;Aug;Lund;Årskurs 5;skola-barn;13
