år;månad;kommun;skolnivå;skolkategori;antal
2024;Nov;Lund;Årskurs 7;skola-barn;2
2024;Nov;Staffanstorp;Årskurs 7;skola-barn;20
2024;Nov;Lund;Årskurs 8;skola-barn;2
2024;Nov;Malmö;Årskurs 8;skola-barn;12
2024;Nov;Staffanstorp;Årskurs 8;skola-barn;20
2024;Nov;Lund;Årskurs 9;skola-barn;1
2024;Nov;Kristianstad;Högskola;skola-vuxen;
2024;Nov;Lund;Högskola;skola-vuxen;
2024;Nov;Malmö;Högskola;skola-vuxen;
2024;Nov;Övrigt;Högskola;skola-vuxen;
2024;Nov;Eslöv;Vuxenutbildning;skola-vuxen;12
2024;Nov;Lund;Vuxenutbildning;skola-vuxen;163
2024;Nov;Övrigt;Vuxenutbildning;skola-vuxen;8
2024;Dec;Lund;Förskola;skola-barn;60
2024;Dec;Kävlinge;Förskoleklass;skola-barn;26
2024;Dec;Lund;Förskoleklass;skola-barn;63
2024;Dec;Burlöv;Gymnasium;skola-barn;12
2024;Dec;Lund;Gymnasium;skola-barn;176
2024;Dec;Malmö;Gymnasium;skola-barn;18
2024;Dec;Kävlinge;Årskurs 1;skola-barn;27
2024;Dec;Lund;Årskurs 1;skola-barn;114
2024;Dec;Eslöv;Årskurs 2;skola-barn;35
2024;Dec;Kävlinge;Årskurs 2;skola-barn;26
2024;Dec;Lund;Årskurs 2;skola-barn;118
2024;Dec;Höör;Årskurs 3;skola-barn;172
2024;Dec;Lund;Årskurs 3;skola-barn;85
2024;Dec;Lund;Årskurs 5;skola-barn;33
2024;Dec;Eslöv;Årskurs 6;skola-barn;13
2024;Dec;Bjuv;Årskurs 7;skola-barn;9
2024;Dec;Lund;Årskurs 7;skola-barn;27
2024;Dec;Simrishamn;Årskurs 8;skola-barn;22
2024;Dec;Lund;Högskola;skola-vuxen;
2024;Dec;Kristianstad;Vuxenutbildning;skola-vuxen;26
2024;Dec;Lund;Vuxenutbildning;skola-vuxen;31
2024;Dec;Staffanstorp;Vuxenutbildning;skola-vuxen;18
2025;Jan;Lund;Förskola;skola-barn;76
2025;Jan;Lund;Gymnasium;skola-barn;76
2025;Jan;Malmö;Gymnasium;skola-barn;30
2025;Jan;Lund;Årskurs 1;skola-barn;22
2025;Jan;Lund;Årskurs 2;skola-barn;42
2025;Jan;Lund;Årskurs 5;skola-barn;29
2025;Jan;Lund;Årskurs 7;skola-barn;10
2025;Jan;Lomma;Årskurs 9;skola-barn;87
2025;Jan;Lund;Årskurs 9;skola-barn;58
2025;Jan;Lund;Högskola;skola-vuxen;
2025;Jan;Malmö;Högskola;skola-vuxen;
2025;Jan;Burlöv;Vuxenutbildning;skola-vuxen;15
2025;Jan;Lund;Vuxenutbildning;skola-vuxen;6
2025;Jan;Malmö;Vuxenutbildning;skola-vuxen;53
2025;Jan;Övrigt;Vuxenutbildning;skola-vuxen;15
2025;Feb;Lund;Förskola;skola-barn;27
2025;Feb;Malmö;Förskola;skola-barn;23
2025;Feb;Lund;Gymnasium;skola-barn;61
2025;Feb;Malmö;Gymnasium;skola-barn;15
2025;Feb;Simrishamn;Gymnasium;skola-barn;17
2025;Feb;Övrigt;Gymnasium;skola-barn;20
2025;Feb;Lund;Årskurs 2;skola-barn;28
2025;Feb;Lund;Årskurs 3;skola-barn;77
2025;Feb;Lund;Årskurs 4;skola-barn;27
2025;Feb;Malmö;Årskurs 4;skola-barn;11
2025;Feb;Lund;Årskurs 5;skola-barn;24
2025;Feb;Lund;Årskurs 8;skola-barn;29
2025;Feb;Lomma;Årskurs 9;skola-barn;307
2025;Feb;Lund;Högskola;skola-vuxen;
2025;Feb;Övrigt;Högskola;skola-vuxen;
2025;Feb;Höör;Vuxenutbildning;skola-vuxen;13
2025;Feb;Lund;Vuxenutbildning;skola-vuxen;96
2025;Feb;Malmö;Vuxenutbildning;skola-vuxen;26
2025;Mar;Höör;Förskola;skola-barn;22
2025;Mar;Lund;Förskola;skola-barn;82
2025;Mar;Malmö;Förskola;skola-barn;63
2025;Mar;Svedala;Förskola;skola-barn;55
2025;Mar;Lund;Förskoleklass;skola-barn;27
2025;Mar;Landskrona;Gymnasium;skola-barn;49
2025;Mar;Lund;Gymnasium;skola-barn;82
2025;Mar;Malmö;Gymnasium;skola-barn;19
2025;Mar;Lund;Årskurs 2;skola-barn;28
2025;Mar;Staffanstorp;Årskurs 2;skola-barn;86
2025;Mar;Lund;Årskurs 3;skola-barn;266
2025;Mar;Höör;Årskurs 7;skola-barn;48
2025;Mar;Lund;Årskurs 7;skola-barn;26
2025;Mar;Lomma;Årskurs 8;skola-barn;23
2025;Mar;Lund;Årskurs 8;skola-barn;47
2025;Mar;Lomma;Årskurs 9;skola-barn;20
2025;Mar;Staffanstorp;Årskurs 9;skola-barn;44
2025;Mar;Lund;Högskola;skola-vuxen;
2025;Mar;Övrigt;Högskola;skola-vuxen;
2025;Mar;Lund;Vuxenutbildning;skola-vuxen;152
2025;Apr;Lund;Förskola;skola-barn;124
2025;Apr;Malmö;Förskola;skola-barn;13
2025;Apr;Staffanstorp;Förskola;skola-barn;18
2025;Apr;Burlöv;Förskoleklass;skola-barn;24
2025;Apr;Lund;Förskoleklass;skola-barn;9
2025;Apr;Lund;Gymnasium;skola-barn;88
2025;Apr;Malmö;Gymnasium;skola-barn;24
2025;Apr;Simrishamn;Gymnasium;skola-barn;14
2025;Apr;Övrigt;Gymnasium;skola-barn;125
2025;Apr;Lund;Årskurs 1;skola-barn;21
2025;Apr;Trelleborg;Årskurs 1;skola-barn;19
2025;Apr;Lund;Årskurs 3;skola-barn;93
2025;Apr;Malmö;Årskurs 4;skola-barn;27
2025;Apr;Ängelholm;Årskurs 4;skola-barn;16
2025;Apr;Lomma;Årskurs 6;skola-barn;15
2025;Apr;Malmö;Årskurs 6;skola-barn;51
2025;Apr;Simrishamn;Årskurs 6;skola-barn;17
2025;Apr;Övrigt;Årskurs 8;skola-barn;57
2025;Apr;Lund;Årskurs 9;skola-barn;86
2025;Apr;Staffanstorp;Årskurs 9;skola-barn;25
2025;Apr;Lund;Högskola;skola-vuxen;
2025;Apr;Malmö;Högskola;skola-vuxen;
2025;Apr;Eslöv;Vuxenutbildning;skola-vuxen;11
2025;Apr;Kristianstad;Vuxenutbildning;skola-vuxen;28
2025;Apr;Lund;Vuxenutbildning;skola-vuxen;121
2025;Apr;Malmö;Vuxenutbildning;skola-vuxen;19
2025;Maj;Eslöv;Förskola;skola-barn;14
2025;Maj;Hässleholm;Förskola;skola-barn;17
2025;Maj;Kävlinge;Förskola;skola-barn;25
2025;Maj;Lund;Förskola;skola-barn;123
2025;Maj;Malmö;Förskola;skola-barn;83
2025;Maj;Staffanstorp;Förskola;skola-barn;17
2025;Maj;Svedala;Förskola;skola-barn;17
2025;Maj;Bjuv;Förskoleklass;skola-barn;15
2025;Maj;Höör;Förskoleklass;skola-barn;17
2025;Maj;Lund;Förskoleklass;skola-barn;58
2025;Maj;Malmö;Förskoleklass;skola-barn;57
2025;Maj;Eslöv;Gymnasium;skola-barn;24
2025;Maj;Kristianstad;Gymnasium;skola-barn;60
2025;Maj;Lund;Gymnasium;skola-barn;239
2025;Maj;Malmö;Gymnasium;skola-barn;94
2025;Maj;Svedala;Gymnasium;skola-barn;18
2025;Maj;Trelleborg;Gymnasium;skola-barn;15
2025;Maj;Övrigt;Gymnasium;skola-barn;86
2025;Maj;Eslöv;Årskurs 1;skola-barn;56
2025;Maj;Kävlinge;Årskurs 1;skola-barn;21
2025;Maj;Lund;Årskurs 1;skola-barn;212
2025;Maj;Staffanstorp;Årskurs 1;skola-barn;59
2025;Maj;Lund;Årskurs 2;skola-barn;5
2025;Maj;Malmö;Årskurs 2;skola-barn;27
2025;Maj;Eslöv;Årskurs 3;skola-barn;49
2025;Maj;Hässleholm;Årskurs 3;skola-barn;25
2025;Maj;Höganäs;Årskurs 3;skola-barn;56
2025;Maj;Höör;Årskurs 3;skola-barn;38
2025;Maj;Kristianstad;Årskurs 3;skola-barn;81
2025;Maj;Lomma;Årskurs 3;skola-barn;24
2025;Maj;Lund;Årskurs 3;skola-barn;55
2025;Maj;Malmö;Årskurs 3;skola-barn;4
2025;Maj;Lund;Årskurs 4;skola-barn;24
2025;Maj;Malmö;Årskurs 4;skola-barn;81
2025;Maj;Övrigt;Årskurs 4;skola-barn;44
2025;Maj;Lund;Årskurs 5;skola-barn;30
2025;Maj;Vellinge;Årskurs 5;skola-barn;12
2025;Maj;Övrigt;Årskurs 5;skola-barn;70
2025;Maj;Kävlinge;Årskurs 6;skola-barn;18
2025;Maj;Eslöv;Årskurs 7;skola-barn;35
2025;Maj;Staffanstorp;Årskurs 7;skola-barn;27
2025;Maj;Övrigt;Årskurs 7;skola-barn;69
2025;Maj;Lund;Årskurs 8;skola-barn;38
2025;Maj;Malmö;Årskurs 8;skola-barn;10
2025;Maj;Lund;Årskurs 9;skola-barn;20
2025;Maj;Staffanstorp;Årskurs 9;skola-barn;21
2025;Maj;Lund;Högskola;skola-vuxen;
2025;Maj;Eslöv;Vuxenutbildning;skola-vuxen;13
2025;Maj;Lund;Vuxenutbildning;skola-vuxen;40
2025;Maj;Vellinge;Vuxenutbildning;skola-vuxen;62
2025;Maj;Ängelholm;Vuxenutbildning;skola-vuxen;22
2025;Maj;Övrigt;Vuxenutbildning;skola-vuxen;15
2025;Jun;Lund;Förskola;skola-barn;89
2025;Jun;Malmö;Förskola;skola-barn;8
2025;Jun;Trelleborg;Förskola;skola-barn;30
2025;Jun;Eslöv;Gymnasium;skola-barn;41
2025;Jun;Lund;Gymnasium;skola-barn;76
2025;Jun;Malmö;Gymnasium;skola-barn;13
2025;Jun;Övrigt;Gymnasium;skola-barn;44
2025;Jun;Lund;Årskurs 1;skola-barn;60
2025;Jun;Lund;Årskurs 2;skola-barn;32
2025;Jun;Lund;Årskurs 3;skola-barn;27
2025;Jun;Staffanstorp;Årskurs 3;skola-barn;69
2025;Jun;Lund;Årskurs 5;skola-barn;73
2025;Jun;Staffanstorp;Årskurs 5;skola-barn;3
2025;Jun;Lund;Årskurs 7;skola-barn;74
2025;Jun;Kävlinge;Årskurs 8;skola-barn;10
2025;Jun;Lund;Årskurs 8;skola-barn;6
2025;Jun;Malmö;Årskurs 8;skola-barn;37
2025;Jun;Lund;Årskurs 9;skola-barn;42
2025;Jun;Trelleborg;Årskurs 9;skola-barn;86
2025;Jun;Övrigt;Årskurs 9;skola-barn;22
2025;Jun;Lund;Högskola;skola-vuxen;
2025;Jun;Lomma;Vuxenutbildning;skola-vuxen;55
2025;Jun;Malmö;Vuxenutbildning;skola-vuxen;33
2025;Jul;Lund;Förskola;skola-barn;44
2025;Jul;Lund;Förskoleklass;skola-barn;36
2025;Jul;Bjuv;Årskurs 1;skola-barn;18
2025;Jul;Lund;Årskurs 1;skola-barn;9
2025;Jul;Lund;Årskurs 2;skola-barn;2
2025;Jul;Lund;Årskurs 3;skola-barn;2
2025;Jul;Staffanstorp;Årskurs 3;skola-barn;29
2025;Jul;Lund;Årskurs 4;skola-barn;5
2025;Jul;Staffanstorp;Årskurs 4;skola-barn;17
2025;Jul;Lund;Årskurs 5;skola-barn;2
2025;Jul;Lund;Årskurs 6;skola-barn;2
2025;Jul;Malmö;Årskurs 6;skola-barn;4
2025;Jul;Övrigt;Högskola;skola-vuxen;
2025;Jul;Lund;Vuxenutbildning;skola-vuxen;85
2025;Jul;Malmö;Vuxenutbildning;skola-vuxen;35
2025;Aug;Lund;Förskola;skola-barn;73
2025;Aug;Malmö;Förskola;skola-barn;20
2025;Aug;Lund;Förskoleklass;skola-barn;21
2025;Aug;Lund;Gymnasium;skola-barn;192
2025;Aug;Malmö;Gymnasium;skola-barn;33
2025;Aug;Lund;Årskurs 2;skola-barn;13
2025;Aug;Lund;Årskurs 5;skola-barn;6
2025;Aug;Kävlinge;Årskurs 7;skola-barn;30
2025;Aug;Kävlinge;Årskurs 9;skola-barn;30
2025;Aug;Lund;Årskurs 9;skola-barn;9
2025;Aug;Lund;Vuxenutbildning;skola-vuxen;42
2025;Aug;Malmö;Vuxenutbildning;skola-vuxen;7
2025;Sep;Lund;Förskola;skola-barn;57
2025;Sep;Malmö;Förskola;skola-barn;39
2025;Sep;Lund;Gymnasium;skola-barn;256
2025;Sep;Malmö;Gymnasium;skola-barn;29
2025;Sep;Ystad;Gymnasium;skola-barn;35
2025;Sep;Övrigt;Gymnasium;skola-barn;65
2025;Sep;Lund;Årskurs 3;skola-barn;169
2025;Sep;Lund;Årskurs 4;skola-barn;33
2025;Sep;Lund;Årskurs 5;skola-barn;43
2025;Sep;Lund;Årskurs 6;skola-barn;32
2025;Sep;Lund;Årskurs 8;skola-barn;151
2025;Sep;Staffanstorp;Årskurs 9;skola-barn;69
2025;Sep;Lund;Högskola;skola-vuxen;
2025;Sep;Lund;Vuxenutbildning;skola-vuxen;155
2025;Sep;Malmö;Vuxenutbildning;skola-vuxen;40
2025;Sep;Ängelholm;Vuxenutbildning;skola-vuxen;32
2025;Sep;Övrigt;Vuxenutbildning;skola-vuxen;33
2025;Okt;Lund;Förskola;skola-barn;33
2025;Okt;Malmö;Förskola;skola-barn;41
2025;Okt;Lund;Förskoleklass;skola-barn;30
2025;Okt;Lund;Gymnasium;skola-barn;244
2025;Okt;Lund;Årskurs 2;skola-barn;43
2025;Okt;Kävlinge;Årskurs 3;skola-barn;19
2025;Okt;Lund;Årskurs 3;skola-barn;501
2025;Okt;Lund;Årskurs 4;skola-barn;3
2025;Okt;Helsingborg;Årskurs 5;skola-barn;24
2025;Okt;Lund;Årskurs 5;skola-barn;108
2025;Okt;Lomma;Årskurs 6;skola-barn;5
2025;Okt;Helsingborg;Årskurs 7;skola-barn;52
2025;Okt;Malmö;Årskurs 8;skola-barn;47
2025;Okt;Simrishamn;Årskurs 8;skola-barn;12
2025;Okt;Kävlinge;Årskurs 9;skola-barn;10
2025;Okt;Malmö;Årskurs 9;skola-barn;30
2025;Okt;Staffanstorp;Årskurs 9;skola-barn;44
2025;Okt;Kristianstad;Högskola;skola-vuxen;
2025;Okt;Lund;Högskola;skola-vuxen;
2025;Okt;Burlöv;Vuxenutbildning;skola-vuxen;12
2025;Okt;Kristianstad;Vuxenutbildning;skola-vuxen;27
2025;Okt;Kävlinge;Vuxenutbildning;skola-vuxen;20
2025;Okt;Lund;Vuxenutbildning;skola-vuxen;116
2025;Okt;Malmö;Vuxenutbildning;skola-vuxen;7
2025;Okt;Övrigt;Vuxenutbildning;skola-vuxen;30
2025;Nov;Helsingborg;Förskola;skola-barn;22
2025;Nov;Lomma;Förskola;skola-barn;18
2025;Nov;Lund;Förskola;skola-barn;72
2025;Nov;Lund;Förskoleklass;skola-barn;58
2025;Nov;Malmö;Förskoleklass;skola-barn;10
2025;Nov;Båstad;Gymnasium;skola-barn;17
2025;Nov;Eslöv;Gymnasium;skola-barn;25
2025;Nov;Helsingborg;Gymnasium;skola-barn;82
2025;Nov;Lund;Gymnasium;skola-barn;311
2025;Nov;Malmö;Gymnasium;skola-barn;32
2025;Nov;Ystad;Gymnasium;skola-barn;33
2025;Nov;Övrigt;Gymnasium;skola-barn;22
2025;Nov;Malmö;Årskurs 2;skola-barn;18
2025;Nov;Lund;Årskurs 3;skola-barn;12
2025;Nov;Malmö;Årskurs 3;skola-barn;28
2025;Nov;Lund;Årskurs 5;skola-barn;10
2025;Nov;Malmö;Årskurs 5;skola-barn;8
2025;Nov;Lund;Årskurs 9;skola-barn;23
2025;Nov;Lund;Högskola;skola-vuxen;
2025;Nov;Övrigt;Högskola;skola-vuxen;
2025;Nov;Lund;Vuxenutbildning;skola-vuxen;127
2025;Nov;Malmö;Vuxenutbildning;skola-vuxen;20
2025;Nov;Skurup;Vuxenutbildning;skola-vuxen;28
2025;Nov;Svalöv;Vuxenutbildning;skola-vuxen;5
2025;Nov;Tomelilla;Vuxenutbildning;skola-vuxen;11
2025;Nov;Övrigt;Vuxenutbildning;skola-vuxen;10
2025;Dec;Lund;Förskola;skola-barn;30
2025;Dec;Malmö;Förskola;skola-barn;20
2025;Dec;Lund;Förskoleklass;skola-barn;78
2025;Dec;Båstad;Gymnasium;skola-barn;16
2025;Dec;Kristianstad;Gymnasium;skola-barn;6
2025;Dec;Lund;Gymnasium;skola-barn;147
2025;Dec;Malmö;Gymnasium;skola-barn;111
2025;Dec;Övrigt;Gymnasium;skola-barn;16
2025;Dec;Lund;Årskurs 1;skola-barn;48
2025;Dec;Eslöv;Årskurs 2;skola-barn;32
2025;Dec;Lomma;Årskurs 2;skola-barn;52
2025;Dec;Lund;Årskurs 2;skola-barn;171
2025;Dec;Lund;Årskurs 3;skola-barn;7
2025;Dec;Lund;Årskurs 4;skola-barn;5
2025;Dec;Eslöv;Årskurs 5;skola-barn;24
2025;Dec;Lund;Årskurs 5;skola-barn;4
2025;Dec;Kävlinge;Årskurs 7;skola-barn;50
2025;Dec;Bjuv;Årskurs 8;skola-barn;8
2025;Dec;Svalöv;Årskurs 8;skola-barn;92
2025;Dec;Lund;Högskola;skola-vuxen;
2025;Dec;Burlöv;Vuxenutbildning;skola-vuxen;6
2025;Dec;Kävlinge;Vuxenutbildning;skola-vuxen;80
2025;Dec;Lund;Vuxenutbildning;skola-vuxen;28
2025;Dec;Malmö;Vuxenutbildning;skola-vuxen;5
2025;Dec;Skurup;Vuxenutbildning;skola-vuxen;26
2025;Dec;Svalöv;Vuxenutbildning;skola-vuxen;11
2026;Jan;Lund;Förskola;skola-barn;1
2026;Jan;Lund;Gymnasium;skola-barn;79
2026;Jan;Malmö;Gymnasium;skola-barn;29
2026;Jan;Övrigt;Gymnasium;skola-barn;19
2026;Jan;Eslöv;Årskurs 5;skola-barn;25
2026;Jan;Lund;Årskurs 5;skola-barn;97
2026;Jan;Lund;Högskola;skola-vuxen;
2026;Jan;Malmö;Högskola;skola-vuxen;
2026;Jan;Svalöv;Vuxenutbildning;skola-vuxen;9
2026;Feb;Lund;Förskola;skola-barn;81
2026;Feb;Lund;Förskoleklass;skola-barn;29
2026;Feb;Båstad;Gymnasium;skola-barn;17
2026;Feb;Eslöv;Gymnasium;skola-barn;3
2026;Feb;Helsingborg;Gymnasium;skola-barn;11
2026;Feb;Lund;Gymnasium;skola-barn;68
2026;Feb;Malmö;Gymnasium;skola-barn;23
2026;Feb;Övrigt;Gymnasium;skola-barn;36
2026;Feb;Kävlinge;Årskurs 1;skola-barn;29
2026;Feb;Lund;Årskurs 1;skola-barn;49
2026;Feb;Malmö;Årskurs 1;skola-barn;23
2026;Feb;Lund;Årskurs 2;skola-barn;68
2026;Feb;Lund;Årskurs 3;skola-barn;11
2026;Feb;Lund;Årskurs 5;skola-barn;16
2026;Feb;Malmö;Årskurs 5;skola-barn;74
2026;Feb;Lomma;Årskurs 7;skola-barn;30
2026;Feb;Kristianstad;Årskurs 8;skola-barn;15
2026;Feb;Lomma;Årskurs 9;skola-barn;451
2026;Feb;Lund;Årskurs 9;skola-barn;45
2026;Feb;Lund;Högskola;skola-vuxen;
2026;Feb;Övrigt;Högskola;skola-vuxen;
2026;Feb;Lomma;Vuxenutbildning;skola-vuxen;6
2026;Feb;Lund;Vuxenutbildning;skola-vuxen;138
2026;Mar;Burlöv;Förskola;skola-barn;25
2026;Mar;Lund;Förskola;skola-barn;205
2026;Mar;Staffanstorp;Förskola;skola-barn;36
2026;Mar;Lund;Förskoleklass;skola-barn;20
2026;Mar;Lund;Gymnasium;skola-barn;110
2026;Mar;Malmö;Gymnasium;skola-barn;70
2026;Mar;Övrigt;Gymnasium;skola-barn;24
2026;Mar;Lund;Årskurs 2;skola-barn;65
2026;Mar;Staffanstorp;Årskurs 2;skola-barn;28
2026;Mar;Lund;Årskurs 3;skola-barn;525
2026;Mar;Malmö;Årskurs 3;skola-barn;120
2026;Mar;Lund;Årskurs 4;skola-barn;25
2026;Mar;Malmö;Årskurs 4;skola-barn;13
2026;Mar;Eslöv;Årskurs 6;skola-barn;60
2026;Mar;Kävlinge;Årskurs 8;skola-barn;23
2026;Mar;Malmö;Årskurs 8;skola-barn;8
2026;Mar;Landskrona;Årskurs 9;skola-barn;28
2026;Mar;Lomma;Högskola;skola-vuxen;
2026;Mar;Lund;Högskola;skola-vuxen;
2026;Mar;Malmö;Högskola;skola-vuxen;
2026;Mar;Lund;Vuxenutbildning;skola-vuxen;210
2026;Mar;Svedala;Vuxenutbildning;skola-vuxen;8
2026;Apr;Helsingborg;Förskola;skola-barn;22
2026;Apr;Kävlinge;Förskola;skola-barn;20
2026;Apr;Lund;Förskola;skola-barn;164
2026;Apr;Malmö;Förskola;skola-barn;45
2026;Apr;Staffanstorp;Förskola;skola-barn;20
2026;Apr;Malmö;Förskoleklass;skola-barn;22
2026;Apr;Båstad;Gymnasium;skola-barn;14
2026;Apr;Lund;Gymnasium;skola-barn;147
2026;Apr;Övrigt;Gymnasium;skola-barn;10
2026;Apr;Lund;Årskurs 1;skola-barn;90
2026;Apr;Lund;Årskurs 2;skola-barn;19
2026;Apr;Kävlinge;Årskurs 3;skola-barn;9
2026;Apr;Lund;Årskurs 3;skola-barn;31
2026;Apr;Hörby;Årskurs 4;skola-barn;17
2026;Apr;Lomma;Årskurs 4;skola-barn;26
2026;Apr;Lund;Årskurs 4;skola-barn;49
2026;Apr;Lund;Årskurs 5;skola-barn;30
2026;Apr;Lund;Årskurs 6;skola-barn;98
2026;Apr;Vellinge;Årskurs 8;skola-barn;12
2026;Apr;Lomma;Årskurs 9;skola-barn;24
2026;Apr;Lund;Årskurs 9;skola-barn;83
2026;Apr;Vellinge;Årskurs 9;skola-barn;12
2026;Apr;Övrigt;Årskurs 9;skola-barn;14
2026;Apr;Lund;Högskola;skola-vuxen;
2026;Apr;Malmö;Högskola;skola-vuxen;
2026;Apr;Övrigt;Högskola;skola-vuxen;
2026;Apr;Lund;Vuxenutbildning;skola-vuxen;161
2026;Apr;Malmö;Vuxenutbildning;skola-vuxen;8
2026;Apr;Östra Göinge;Vuxenutbildning;skola-vuxen;29
2026;Maj;Burlöv;Förskola;skola-barn;18
2026;Maj;Eslöv;Förskola;skola-barn;15
2026;Maj;Hässleholm;Förskola;skola-barn;19
2026;Maj;Höör;Förskola;skola-barn;18
2026;Maj;Kävlinge;Förskola;skola-barn;26
2026;Maj;Lund;Förskola;skola-barn;202
2026;Maj;Malmö;Förskola;skola-barn;28
2026;Maj;Trelleborg;Förskola;skola-barn;32
2026;Maj;Lund;Förskoleklass;skola-barn;91
2026;Maj;Burlöv;Gymnasium;skola-barn;43
2026;Maj;Eslöv;Gymnasium;skola-barn;30
2026;Maj;Klippan;Gymnasium;skola-barn;29
2026;Maj;Kristianstad;Gymnasium;skola-barn;36
2026;Maj;Lund;Gymnasium;skola-barn;160
2026;Maj;Malmö;Gymnasium;skola-barn;128
2026;Maj;Trelleborg;Gymnasium;skola-barn;22
2026;Maj;Ängelholm;Gymnasium;skola-barn;39
2026;Maj;Övrigt;Gymnasium;skola-barn;65
2026;Maj;Lund;Årskurs 1;skola-barn;47
2026;Maj;Eslöv;Årskurs 2;skola-barn;24
2026;Maj;Lund;Årskurs 2;skola-barn;51
2026;Maj;Eslöv;Årskurs 3;skola-barn;27
2026;Maj;Hässleholm;Årskurs 3;skola-barn;372
2026;Maj;Kristianstad;Årskurs 3;skola-barn;46
2026;Maj;Lund;Årskurs 3;skola-barn;5
2026;Maj;Lund;Årskurs 4;skola-barn;54
2026;Maj;Malmö;Årskurs 4;skola-barn;98
2026;Maj;Lund;Årskurs 5;skola-barn;56
2026;Maj;Lomma;Årskurs 6;skola-barn;11
2026;Maj;Lund;Årskurs 6;skola-barn;10
2026;Maj;Övrigt;Årskurs 6;skola-barn;9
2026;Maj;Kävlinge;Årskurs 7;skola-barn;27
2026;Maj;Lund;Årskurs 7;skola-barn;13
2026;Maj;Lund;Årskurs 8;skola-barn;103
2026;Maj;Höganäs;Årskurs 9;skola-barn;46
2026;Maj;Kristianstad;Högskola;skola-vuxen;
2026;Maj;Lund;Högskola;skola-vuxen;
2026;Maj;Malmö;Högskola;skola-vuxen;
2026;Maj;Övrigt;Högskola;skola-vuxen;
2026;Maj;Helsingborg;Vuxenutbildning;skola-vuxen;29
2026;Maj;Lund;Vuxenutbildning;skola-vuxen;15
2026;Jun;Lund;Förskola;skola-barn;242
2026;Jun;Malmö;Förskola;skola-barn;46
2026;Jun;Lund;Förskoleklass;skola-barn;22
2026;Jun;Kristianstad;Gymnasium;skola-barn;9
2026;Jun;Lund;Gymnasium;skola-barn;86
2026;Jun;Malmö;Gymnasium;skola-barn;18
2026;Jun;Vellinge;Gymnasium;skola-barn;18
2026;Jun;Lund;Åk 1;skola-barn;66
2026;Jun;Staffanstorp;Åk 1;skola-barn;30
2026;Jun;Vellinge;Åk 1;skola-barn;18
2026;Jun;Burlöv;Åk 2;skola-barn;87
2026;Jun;Lund;Åk 2;skola-barn;51
2026;Jun;Staffanstorp;Åk 2;skola-barn;79
2026;Jun;Eslöv;Åk 3;skola-barn;26
2026;Jun;Lund;Åk 3;skola-barn;27
2026;Jun;Staffanstorp;Åk 3;skola-barn;83
2026;Jun;Vellinge;Åk 3;skola-barn;18
2026;Jun;Helsingborg;Åk 4;skola-barn;15
2026;Jun;Lund;Åk 4;skola-barn;42
2026;Jun;Hässleholm;Åk 5;skola-barn;74
2026;Jun;Hörby;Åk 5;skola-barn;20
2026;Jun;Lund;Åk 5;skola-barn;45
2026;Jun;Malmö;Åk 5;skola-barn;57
2026;Jun;Vellinge;Åk 5;skola-barn;21
2026;Jun;Lomma;Åk 8;skola-barn;20
2026;Jun;Övrigt;Åk 8;skola-barn;21
2026;Jun;Lund;Åk 9;skola-barn;28
2026;Jun;Malmö;Åk 9;skola-barn;23
2026;Jun;Trelleborg;Åk 9;skola-barn;64
2026;Jun;Övrigt;Åk 9;skola-barn;53
2026;Jun;Lund;Högskola;skola-vuxen;
2026;Jun;Helsingborg;Vuxenutbildning;skola-vuxen;10
2026;Jun;Lund;Vuxenutbildning;skola-vuxen;74
2026;Jun;Malmö;Vuxenutbildning;skola-vuxen;23
2026;Jun;Svedala;Vuxenutbildning;skola-vuxen;60
2026;Jun;Vellinge;Vuxenutbildning;skola-vuxen;11
2026;Jun;Ängelholm;Vuxenutbildning;skola-vuxen;19
2026;Jun;Övrigt;Vuxenutbildning;skola-vuxen;27
2026;Jul;Lund;Förskola;skola-barn;50
2026;Jul;Lund;Åk 3;skola-barn;32
2026;Jul;Övrigt;Åk 5;skola-barn;14
2026;Jul;Eslöv;Vuxenutbildning;skola-vuxen;12
2026;Jul;Helsingborg;Vuxenutbildning;skola-vuxen;8
2026;Jul;Malmö;Vuxenutbildning;skola-vuxen;94
2026;Aug;Lund;Förskola;skola-barn;2
2026;Aug;Lund;Gymnasium;skola-barn;86
2026;Aug;Lund;Åk 1;skola-barn;58
2026;Aug;Lund;Åk 2;skola-barn;46
2026;Aug;Lund;Åk 3;skola-barn;9
2026;Aug;Malmö;Åk 5;skola-barn;27
2026;Aug;Lund;Åk 9;skola-barn;26
2026;Aug;Övrigt;Högskola;skola-vuxen;
2026;Aug;Lund;Lunds universitet;skola-vuxen;267
2026;Aug;Landskrona;Vuxenutbildning;skola-vuxen;12
2026;Aug;Lund;Vuxenutbildning;skola-vuxen;28
2026;Aug;Malmö;Vuxenutbildning;skola-vuxen;6
2026;Aug;Sjöbo;Vuxenutbildning;skola-vuxen;18
2026;Aug;Övrigt;Vuxenutbildning;skola-vuxen;6
