år;månad;besöksmål;typ;kategori;antal
2015;maj;kulturenilund;verksamhet;pensionär;761
2015;maj;kulturenilund;verksamhet;rabatt;361
2015;maj;kulturenilund;verksamhet;student;358
2015;maj;kulturenilund;anläggning;total;19768
2015;maj;kulturensostarp;kombinerat;total;4233
2015;maj;livetsmuseum;kombinerat;total;833
2015;maj;hokeriet;kombinerat;total;509
2015;maj;tegnermuseet;kombinerat;total;17
2015;maj;bosjokloster;kombinerat;total;20
2015;maj;norlindmuseet;kombinerat;total;50
2015;jun;kulturenilund;verksamhet;vuxen;3184
2015;jun;kulturenilund;verksamhet;barn;2567
2015;jun;kulturenilund;verksamhet;fri-vuxen;1884
2015;jun;kulturenilund;verksamhet;konferens;286
2015;jun;kulturenilund;verksamhet;medlem;579
2015;jun;kulturenilund;verksamhet;pensionär;837
2015;jun;kulturenilund;verksamhet;rabatt;475
2015;jun;kulturenilund;verksamhet;student;546
2015;jun;kulturenilund;anläggning;total;21172
2015;jun;kulturensostarp;kombinerat;total;3736
2015;jun;livetsmuseum;kombinerat;total;533
2015;jun;hokeriet;kombinerat;total;319
2015;jun;tegnermuseet;kombinerat;total;86
2015;jun;bosjokloster;kombinerat;total;20
2015;jun;norlindmuseet;kombinerat;total;57
2015;jul;kulturenilund;verksamhet;vuxen;4194
2015;jul;kulturenilund;verksamhet;barn;4094
2015;jul;kulturenilund;verksamhet;fri-vuxen;4669
2015;jul;kulturenilund;verksamhet;konferens;0
2015;jul;kulturenilund;verksamhet;medlem;521
2015;jul;kulturenilund;verksamhet;pensionär;1210
2015;jul;kulturenilund;verksamhet;rabatt;180
2015;jul;kulturenilund;verksamhet;student;399
2015;jul;kulturenilund;anläggning;total;24255
2015;jul;kulturensostarp;kombinerat;total;4369
2015;jul;livetsmuseum;kombinerat;total;50
2015;jul;hokeriet;kombinerat;total;0
2015;jul;tegnermuseet;kombinerat;total;21
2015;jul;bosjokloster;kombinerat;total;20
2015;jul;norlindmuseet;kombinerat;total;30
2015;aug;kulturenilund;verksamhet;vuxen;2336
2015;aug;kulturenilund;verksamhet;barn;2073
2015;aug;kulturenilund;verksamhet;fri-vuxen;313
2015;aug;kulturenilund;verksamhet;konferens;543
2015;aug;kulturenilund;verksamhet;medlem;459
2015;aug;kulturenilund;verksamhet;pensionär;886
2015;aug;kulturenilund;verksamhet;rabatt;136
2015;aug;kulturenilund;verksamhet;student;371
2015;aug;kulturenilund;anläggning;total;18779
2015;aug;kulturensostarp;kombinerat;total;3791
2015;aug;livetsmuseum;kombinerat;total;0
2015;aug;hokeriet;kombinerat;total;0
2015;aug;tegnermuseet;kombinerat;total;38
2015;aug;bosjokloster;kombinerat;total;20
2015;aug;norlindmuseet;kombinerat;total;50
2015;sep;kulturenilund;verksamhet;vuxen;1072
2015;sep;kulturenilund;verksamhet;barn;790
2015;sep;kulturenilund;verksamhet;fri-vuxen;518
2015;sep;kulturenilund;verksamhet;konferens;810
2015;sep;kulturenilund;verksamhet;medlem;293
2015;sep;kulturenilund;verksamhet;pensionär;412
2015;sep;kulturenilund;verksamhet;rabatt;79
2015;sep;kulturenilund;verksamhet;student;205
2015;sep;kulturenilund;anläggning;total;14357
2015;sep;kulturensostarp;kombinerat;total;3739
2015;sep;livetsmuseum;kombinerat;total;611
2015;sep;hokeriet;kombinerat;total;0
2015;sep;tegnermuseet;kombinerat;total;175
2015;sep;bosjokloster;kombinerat;total;20
2015;sep;norlindmuseet;kombinerat;total;30
2015;okt;kulturenilund;verksamhet;vuxen;1487
2015;okt;kulturenilund;verksamhet;barn;1626
2015;okt;kulturenilund;verksamhet;fri-vuxen;353
2015;okt;kulturenilund;verksamhet;konferens;772
2015;okt;kulturenilund;verksamhet;medlem;324
2015;okt;kulturenilund;verksamhet;pensionär;425
2015;okt;kulturenilund;verksamhet;rabatt;61
2015;okt;kulturenilund;verksamhet;student;260
2015;okt;kulturenilund;anläggning;total;11789
2015;okt;kulturensostarp;kombinerat;total;1652
2015;okt;livetsmuseum;kombinerat;total;727
2015;okt;hokeriet;kombinerat;total;248
2015;okt;tegnermuseet;kombinerat;total;110
2015;okt;bosjokloster;kombinerat;total;20
2015;okt;medicinhistoriska;kombinerat;total;363
2015;okt;norlindmuseet;kombinerat;total;0
2015;nov;kulturenilund;verksamhet;vuxen;2726
2015;nov;kulturenilund;verksamhet;barn;1716
2015;nov;kulturenilund;verksamhet;fri-vuxen;83
2015;nov;kulturenilund;verksamhet;konferens;592
2015;nov;kulturenilund;verksamhet;medlem;1943
2015;nov;kulturenilund;verksamhet;pensionär;719
2015;nov;kulturenilund;verksamhet;rabatt;13
2015;nov;kulturenilund;verksamhet;student;975
2015;nov;kulturenilund;anläggning;total;11617
2015;nov;kulturensostarp;kombinerat;total;1873
2015;nov;livetsmuseum;kombinerat;total;772
2015;nov;hokeriet;kombinerat;total;765
2015;nov;tegnermuseet;kombinerat;total;97
2015;nov;bosjokloster;kombinerat;total;20
2015;nov;medicinhistoriska;kombinerat;total;530
2015;nov;norlindmuseet;kombinerat;total;0
2015;dec;kulturenilund;verksamhet;vuxen;1116
2015;dec;kulturenilund;verksamhet;barn;932
2015;dec;kulturenilund;verksamhet;fri-vuxen;83
2015;dec;kulturenilund;verksamhet;konferens;145
2015;dec;kulturenilund;verksamhet;medlem;357
2015;dec;kulturenilund;verksamhet;pensionär;274
2015;dec;kulturenilund;verksamhet;rabatt;155
2015;dec;kulturenilund;verksamhet;student;303
2015;dec;kulturenilund;anläggning;total;8712
2015;dec;kulturensostarp;kombinerat;total;2474
2015;dec;livetsmuseum;kombinerat;total;481
2015;dec;hokeriet;kombinerat;total;705
2015;dec;tegnermuseet;kombinerat;total;0
2015;dec;bosjokloster;kombinerat;total;20
2015;dec;medicinhistoriska;kombinerat;total;153
2015;dec;norlindmuseet;kombinerat;total;0
2016;jan;kulturenilund;verksamhet;vuxen;871
2016;jan;kulturenilund;verksamhet;barn;999
2016;jan;kulturenilund;verksamhet;fri-vuxen;111
2016;jan;kulturenilund;verksamhet;konferens;518
2016;jan;kulturenilund;verksamhet;medlem;278
2016;jan;kulturenilund;verksamhet;pensionär;169
2016;jan;kulturenilund;verksamhet;rabatt;77
2016;jan;kulturenilund;verksamhet;student;190
2016;jan;kulturenilund;anläggning;total;5990
2016;jan;kulturensostarp;kombinerat;total;152
2016;jan;livetsmuseum;kombinerat;total;476
2016;jan;hokeriet;kombinerat;total;298
2016;jan;tegnermuseet;kombinerat;total;4
2016;jan;bosjokloster;kombinerat;total;20
2016;jan;medicinhistoriska;kombinerat;total;221
2016;jan;norlindmuseet;kombinerat;total;0
2016;feb;kulturenilund;verksamhet;vuxen;463
2016;feb;kulturenilund;verksamhet;barn;529
2016;feb;kulturenilund;verksamhet;fri-vuxen;119
2016;feb;kulturenilund;verksamhet;konferens;50
2016;feb;kulturenilund;verksamhet;medlem;217
2016;feb;kulturenilund;verksamhet;pensionär;192
2016;feb;kulturenilund;verksamhet;rabatt;23
2016;feb;kulturenilund;verksamhet;student;183
2016;feb;kulturenilund;anläggning;total;5785
2016;feb;kulturensostarp;kombinerat;total;322
2016;feb;livetsmuseum;kombinerat;total;1195
2016;feb;hokeriet;kombinerat;total;254
2016;feb;tegnermuseet;kombinerat;total;10
2016;feb;bosjokloster;kombinerat;total;20
2016;feb;medicinhistoriska;kombinerat;total;126
2016;feb;norlindmuseet;kombinerat;total;0
2016;mar;kulturenilund;verksamhet;vuxen;1108
2016;mar;kulturenilund;verksamhet;barn;953
2016;mar;kulturenilund;verksamhet;fri-vuxen;140
2016;mar;kulturenilund;verksamhet;konferens;90
2016;mar;kulturenilund;verksamhet;medlem;592
2016;mar;kulturenilund;verksamhet;pensionär;611
2016;mar;kulturenilund;verksamhet;rabatt;161
2016;mar;kulturenilund;verksamhet;student;282
2016;mar;kulturenilund;anläggning;total;9648
2016;mar;kulturensostarp;kombinerat;total;1700
2016;mar;livetsmuseum;kombinerat;total;993
2016;mar;hokeriet;kombinerat;total;433
2016;mar;tegnermuseet;kombinerat;total;5
2016;mar;bosjokloster;kombinerat;total;20
2016;mar;medicinhistoriska;kombinerat;total;371
2016;mar;norlindmuseet;kombinerat;total;0
2016;apr;kulturenilund;verksamhet;vuxen;1397
2016;apr;kulturenilund;verksamhet;barn;1544
2016;apr;kulturenilund;verksamhet;fri-vuxen;181
2016;apr;kulturenilund;verksamhet;konferens;35
2016;apr;kulturenilund;verksamhet;medlem;657
2016;apr;kulturenilund;verksamhet;pensionär;775
2016;apr;kulturenilund;verksamhet;rabatt;118
2016;apr;kulturenilund;verksamhet;student;304
2016;apr;kulturenilund;anläggning;total;14330
2016;apr;kulturensostarp;kombinerat;total;1828
2016;apr;livetsmuseum;kombinerat;total;845
2016;apr;hokeriet;kombinerat;total;455
2016;apr;tegnermuseet;kombinerat;total;9
2016;apr;bosjokloster;kombinerat;total;20
2016;apr;medicinhistoriska;kombinerat;total;500
2016;apr;norlindmuseet;kombinerat;total;0
2016;maj;kulturenilund;verksamhet;vuxen;2090
2016;maj;kulturenilund;verksamhet;barn;2227
2016;maj;kulturenilund;verksamhet;fri-vuxen;470
2016;maj;kulturenilund;verksamhet;konferens;769
2016;maj;kulturenilund;verksamhet;medlem;824
2016;maj;kulturenilund;verksamhet;pensionär;1018
2016;maj;kulturenilund;verksamhet;rabatt;439
2016;maj;kulturenilund;verksamhet;student;314
2016;maj;kulturenilund;anläggning;total;23115
2016;maj;kulturensostarp;kombinerat;total;4611
2016;maj;livetsmuseum;kombinerat;total;820
2016;maj;hokeriet;kombinerat;total;464
2016;maj;tegnermuseet;kombinerat;total;17
2016;maj;bosjokloster;kombinerat;total;20
2016;maj;medicinhistoriska;kombinerat;total;266
2016;maj;norlindmuseet;kombinerat;total;54
2016;jun;kulturenilund;verksamhet;vuxen;3809
2016;jun;kulturenilund;verksamhet;barn;3872
2016;jun;kulturenilund;verksamhet;fri-vuxen;1662
2016;jun;kulturenilund;verksamhet;konferens;100
2016;jun;kulturenilund;verksamhet;medlem;847
2016;jun;kulturenilund;verksamhet;pensionär;1039
2016;jun;kulturenilund;verksamhet;rabatt;467
2016;jun;kulturenilund;verksamhet;student;456
2016;jun;kulturenilund;anläggning;total;21834
2016;jun;kulturensostarp;kombinerat;total;4009
2016;jun;livetsmuseum;kombinerat;total;616
2016;jun;hokeriet;kombinerat;total;283
2016;jun;tegnermuseet;kombinerat;total;21
2016;jun;bosjokloster;kombinerat;total;20
2016;jun;medicinhistoriska;kombinerat;total;66
2016;jun;norlindmuseet;kombinerat;total;57
2016;jul;kulturenilund;verksamhet;vuxen;5079
2016;jul;kulturenilund;verksamhet;barn;4972
2016;jul;kulturenilund;verksamhet;fri-vuxen;1683
2016;jul;kulturenilund;verksamhet;konferens;0
2016;jul;kulturenilund;verksamhet;medlem;965
2016;jul;kulturenilund;verksamhet;pensionär;1599
2016;jul;kulturenilund;verksamhet;rabatt;327
2016;jul;kulturenilund;verksamhet;student;485
2016;jul;kulturenilund;anläggning;total;23349
2016;jul;kulturensostarp;kombinerat;total;4626
2016;jul;livetsmuseum;kombinerat;total;40
2016;jul;hokeriet;kombinerat;total;0
2016;jul;tegnermuseet;kombinerat;total;16
2016;jul;bosjokloster;kombinerat;total;20
2016;jul;medicinhistoriska;kombinerat;total;0
2016;jul;norlindmuseet;kombinerat;total;30
2016;aug;kulturenilund;verksamhet;vuxen;3576
2016;aug;kulturenilund;verksamhet;barn;3320
2016;aug;kulturenilund;verksamhet;fri-vuxen;1591
2016;aug;kulturenilund;verksamhet;konferens;190
2016;aug;kulturenilund;verksamhet;medlem;687
2016;aug;kulturenilund;verksamhet;pensionär;1167
2016;aug;kulturenilund;verksamhet;rabatt;246
2016;aug;kulturenilund;verksamhet;student;450
2016;aug;kulturenilund;anläggning;total;19883
2016;aug;kulturensostarp;kombinerat;total;3835
2016;aug;livetsmuseum;kombinerat;total;771
2016;aug;hokeriet;kombinerat;total;327
2016;aug;tegnermuseet;kombinerat;total;26
2016;aug;bosjokloster;kombinerat;total;20
2016;aug;medicinhistoriska;kombinerat;total;142
2016;aug;norlindmuseet;kombinerat;total;39
2016;sep;kulturenilund;verksamhet;vuxen;866
2016;sep;kulturenilund;verksamhet;barn;1495
2016;sep;kulturenilund;verksamhet;fri-vuxen;1743
2016;sep;kulturenilund;verksamhet;konferens;379
2016;sep;kulturenilund;verksamhet;medlem;329
2016;sep;kulturenilund;verksamhet;pensionär;371
2016;sep;kulturenilund;verksamhet;rabatt;148
2016;sep;kulturenilund;verksamhet;student;250
2016;sep;kulturenilund;anläggning;total;14887
2016;sep;kulturensostarp;kombinerat;total;2350
2016;sep;livetsmuseum;kombinerat;total;913
2016;sep;hokeriet;kombinerat;total;899
2016;sep;tegnermuseet;kombinerat;total;160
2016;sep;bosjokloster;kombinerat;total;20
2016;sep;medicinhistoriska;kombinerat;total;300
2016;sep;norlindmuseet;kombinerat;total;0
2016;okt;kulturenilund;verksamhet;vuxen;1756
2016;okt;kulturenilund;verksamhet;barn;1142
2016;okt;kulturenilund;verksamhet;fri-vuxen;661
2016;okt;kulturenilund;verksamhet;konferens;403
2016;okt;kulturenilund;verksamhet;medlem;514
2016;okt;kulturenilund;verksamhet;pensionär;648
2016;okt;kulturenilund;verksamhet;rabatt;190
2016;okt;kulturenilund;verksamhet;student;400
2016;okt;kulturenilund;anläggning;total;12405
2016;okt;kulturensostarp;kombinerat;total;1641
2016;okt;livetsmuseum;kombinerat;total;787
2016;okt;hokeriet;kombinerat;total;525
2016;okt;tegnermuseet;kombinerat;total;172
2016;okt;bosjokloster;kombinerat;total;20
2016;okt;medicinhistoriska;kombinerat;total;286
2016;okt;norlindmuseet;kombinerat;total;0
2016;nov;kulturenilund;verksamhet;vuxen;3930
2016;nov;kulturenilund;verksamhet;barn;2436
2016;nov;kulturenilund;verksamhet;fri-vuxen;1008
2016;nov;kulturenilund;verksamhet;konferens;241
2016;nov;kulturenilund;verksamhet;medlem;1563
2016;nov;kulturenilund;verksamhet;pensionär;1369
2016;nov;kulturenilund;verksamhet;rabatt;127
2016;nov;kulturenilund;verksamhet;student;1380
2016;nov;kulturenilund;anläggning;total;12550
2016;nov;kulturensostarp;kombinerat;total;2117
2016;nov;livetsmuseum;kombinerat;total;892
2016;nov;hokeriet;kombinerat;total;806
2016;nov;tegnermuseet;kombinerat;total;110
2016;nov;bosjokloster;kombinerat;total;20
2016;nov;medicinhistoriska;kombinerat;total;647
2016;nov;norlindmuseet;kombinerat;total;5
2016;dec;kulturenilund;verksamhet;vuxen;1333
2016;dec;kulturenilund;verksamhet;barn;983
2016;dec;kulturenilund;verksamhet;fri-vuxen;155
2016;dec;kulturenilund;verksamhet;konferens;302
2016;dec;kulturenilund;verksamhet;medlem;425
2016;dec;kulturenilund;verksamhet;pensionär;342
2016;dec;kulturenilund;verksamhet;rabatt;79
2016;dec;kulturenilund;verksamhet;student;261
2016;dec;kulturenilund;anläggning;total;9059
2016;dec;kulturensostarp;kombinerat;total;2295
2016;dec;livetsmuseum;kombinerat;total;404
2016;dec;hokeriet;kombinerat;total;652
2016;dec;tegnermuseet;kombinerat;total;25
2016;dec;bosjokloster;kombinerat;total;20
2016;dec;medicinhistoriska;kombinerat;total;186
2016;dec;norlindmuseet;kombinerat;total;5
2017;jan;kulturenilund;verksamhet;vuxen;1052
2017;jan;kulturenilund;verksamhet;barn;973
2017;jan;kulturenilund;verksamhet;fri-vuxen;109
2017;jan;kulturenilund;verksamhet;konferens;250
2017;jan;kulturenilund;verksamhet;medlem;437
2017;jan;kulturenilund;verksamhet;pensionär;470
2017;jan;kulturenilund;verksamhet;rabatt;39
2017;jan;kulturenilund;verksamhet;student;240
2017;jan;kulturenilund;anläggning;total;7227
2017;jan;kulturensostarp;kombinerat;total;201
2017;jan;livetsmuseum;kombinerat;total;472
2017;jan;hokeriet;kombinerat;total;374
2017;jan;tegnermuseet;kombinerat;total;4
2017;jan;bosjokloster;kombinerat;total;20
2017;jan;medicinhistoriska;kombinerat;total;239
2017;jan;norlindmuseet;kombinerat;total;0
2017;feb;kulturenilund;verksamhet;vuxen;825
2017;feb;kulturenilund;verksamhet;barn;1145
2017;feb;kulturenilund;verksamhet;fri-vuxen;64
2017;feb;kulturenilund;verksamhet;konferens;184
2017;feb;kulturenilund;verksamhet;medlem;372
2017;feb;kulturenilund;verksamhet;pensionär;304
2017;feb;kulturenilund;verksamhet;rabatt;27
2017;feb;kulturenilund;verksamhet;student;200
2017;feb;kulturenilund;anläggning;total;6873
2017;feb;kulturensostarp;kombinerat;total;187
2017;feb;livetsmuseum;kombinerat;total;717
2017;feb;hokeriet;kombinerat;total;475
2017;feb;tegnermuseet;kombinerat;total;15
2017;feb;bosjokloster;kombinerat;total;20
2017;feb;medicinhistoriska;kombinerat;total;222
2017;feb;norlindmuseet;kombinerat;total;0
2017;mar;kulturenilund;verksamhet;vuxen;911
2017;mar;kulturenilund;verksamhet;barn;931
2017;mar;kulturenilund;verksamhet;fri-vuxen;67
2017;mar;kulturenilund;verksamhet;konferens;405
2017;mar;kulturenilund;verksamhet;medlem;348
2017;mar;kulturenilund;verksamhet;pensionär;262
2017;mar;kulturenilund;verksamhet;rabatt;65
2017;mar;kulturenilund;verksamhet;student;267
2017;mar;kulturenilund;anläggning;total;9905
2017;mar;kulturensostarp;kombinerat;total;987
2017;mar;livetsmuseum;kombinerat;total;920
2017;mar;hokeriet;kombinerat;total;395
2017;mar;tegnermuseet;kombinerat;total;23
2017;mar;bosjokloster;kombinerat;total;20
2017;mar;medicinhistoriska;kombinerat;total;350
2017;mar;norlindmuseet;kombinerat;total;0
2017;apr;kulturenilund;verksamhet;vuxen;1358
2017;apr;kulturenilund;verksamhet;barn;1590
2017;apr;kulturenilund;verksamhet;fri-vuxen;135
2017;apr;kulturenilund;verksamhet;konferens;270
2017;apr;kulturenilund;verksamhet;medlem;437
2017;apr;kulturenilund;verksamhet;pensionär;295
2017;apr;kulturenilund;verksamhet;rabatt;80
2017;apr;kulturenilund;verksamhet;student;286
2017;apr;kulturenilund;anläggning;total;15856
2017;apr;kulturensostarp;kombinerat;total;2124
2017;apr;livetsmuseum;kombinerat;total;971
2017;apr;hokeriet;kombinerat;total;889
2017;apr;tegnermuseet;kombinerat;total;14
2017;apr;bosjokloster;kombinerat;total;20
2017;apr;medicinhistoriska;kombinerat;total;284
2017;apr;norlindmuseet;kombinerat;total;137
2017;maj;kulturenilund;verksamhet;vuxen;1176
2017;maj;kulturenilund;verksamhet;barn;1236
2017;maj;kulturenilund;verksamhet;fri-vuxen;345
2017;maj;kulturenilund;verksamhet;konferens;1138
2017;maj;kulturenilund;verksamhet;medlem;576
2017;maj;kulturenilund;verksamhet;pensionär;514
2017;maj;kulturenilund;verksamhet;rabatt;253
2017;maj;kulturenilund;verksamhet;student;294
2017;maj;kulturenilund;anläggning;total;19355
2017;maj;kulturensostarp;kombinerat;total;3466
2017;maj;livetsmuseum;kombinerat;total;903
2017;maj;hokeriet;kombinerat;total;625
2017;maj;tegnermuseet;kombinerat;total;24
2017;maj;bosjokloster;kombinerat;total;20
2017;maj;medicinhistoriska;kombinerat;total;113
2017;maj;norlindmuseet;kombinerat;total;221
2017;jun;kulturenilund;verksamhet;vuxen;3627
2017;jun;kulturenilund;verksamhet;barn;3965
2017;jun;kulturenilund;verksamhet;fri-vuxen;2064
2017;jun;kulturenilund;verksamhet;konferens;811
2017;jun;kulturenilund;verksamhet;medlem;1091
2017;jun;kulturenilund;verksamhet;pensionär;1398
2017;jun;kulturenilund;verksamhet;rabatt;480
2017;jun;kulturenilund;verksamhet;student;979
2017;jun;kulturenilund;anläggning;total;22950
2017;jun;kulturensostarp;kombinerat;total;3727
2017;jun;livetsmuseum;kombinerat;total;723
2017;jun;hokeriet;kombinerat;total;434
2017;jun;tegnermuseet;kombinerat;total;10
2017;jun;bosjokloster;kombinerat;total;20
2017;jun;medicinhistoriska;kombinerat;total;250
2017;jun;norlindmuseet;kombinerat;total;218
2017;jul;kulturenilund;verksamhet;vuxen;6082
2017;jul;kulturenilund;verksamhet;barn;4944
2017;jul;kulturenilund;verksamhet;fri-vuxen;1565
2017;jul;kulturenilund;verksamhet;konferens;165
2017;jul;kulturenilund;verksamhet;medlem;1359
2017;jul;kulturenilund;verksamhet;pensionär;3114
2017;jul;kulturenilund;verksamhet;rabatt;392
2017;jul;kulturenilund;verksamhet;student;707
2017;jul;kulturenilund;anläggning;total;28055
2017;jul;kulturensostarp;kombinerat;total;4166
2017;jul;livetsmuseum;kombinerat;total;0
2017;jul;hokeriet;kombinerat;total;0
2017;jul;tegnermuseet;kombinerat;total;23
2017;jul;bosjokloster;kombinerat;total;20
2017;jul;medicinhistoriska;kombinerat;total;50
2017;jul;norlindmuseet;kombinerat;total;389
2017;aug;kulturenilund;verksamhet;vuxen;3359
2017;aug;kulturenilund;verksamhet;barn;2663
2017;aug;kulturenilund;verksamhet;fri-vuxen;392
2017;aug;kulturenilund;verksamhet;konferens;477
2017;aug;kulturenilund;verksamhet;medlem;764
2017;aug;kulturenilund;verksamhet;pensionär;1519
2017;aug;kulturenilund;verksamhet;rabatt;225
2017;aug;kulturenilund;verksamhet;student;496
2017;aug;kulturenilund;anläggning;total;19033
2017;aug;kulturensostarp;kombinerat;total;4244
2017;aug;livetsmuseum;kombinerat;total;827
2017;aug;hokeriet;kombinerat;total;134
2017;aug;tegnermuseet;kombinerat;total;41
2017;aug;bosjokloster;kombinerat;total;20
2017;aug;medicinhistoriska;kombinerat;total;199
2017;aug;norlindmuseet;kombinerat;total;299
2017;sep;kulturenilund;verksamhet;vuxen;1200
2017;sep;kulturenilund;verksamhet;barn;1677
2017;sep;kulturenilund;verksamhet;fri-vuxen;1600
2017;sep;kulturenilund;verksamhet;konferens;1912
2017;sep;kulturenilund;verksamhet;medlem;562
2017;sep;kulturenilund;verksamhet;pensionär;789
2017;sep;kulturenilund;verksamhet;rabatt;337
2017;sep;kulturenilund;verksamhet;student;330
2017;sep;kulturenilund;anläggning;total;17667
2017;sep;kulturensostarp;kombinerat;total;2088
2017;sep;livetsmuseum;kombinerat;total;929
2017;sep;hokeriet;kombinerat;total;776
2017;sep;tegnermuseet;kombinerat;total;263
2017;sep;bosjokloster;kombinerat;total;20
2017;sep;medicinhistoriska;kombinerat;total;343
2017;sep;norlindmuseet;kombinerat;total;184
2017;okt;kulturenilund;verksamhet;vuxen;1529
2017;okt;kulturenilund;verksamhet;barn;1466
2017;okt;kulturenilund;verksamhet;fri-vuxen;366
2017;okt;kulturenilund;verksamhet;konferens;572
2017;okt;kulturenilund;verksamhet;medlem;493
2017;okt;kulturenilund;verksamhet;pensionär;612
2017;okt;kulturenilund;verksamhet;rabatt;161
2017;okt;kulturenilund;verksamhet;student;337
2017;okt;kulturenilund;anläggning;total;11311
2017;okt;kulturensostarp;kombinerat;total;1651
2017;okt;livetsmuseum;kombinerat;total;1023
2017;okt;hokeriet;kombinerat;total;537
2017;okt;tegnermuseet;kombinerat;total;255
2017;okt;bosjokloster;kombinerat;total;20
2017;okt;medicinhistoriska;kombinerat;total;240
2017;okt;norlindmuseet;kombinerat;total;0
2017;nov;kulturenilund;verksamhet;vuxen;1287
2017;nov;kulturenilund;verksamhet;barn;1466
2017;nov;kulturenilund;verksamhet;fri-vuxen;261
2017;nov;kulturenilund;verksamhet;konferens;743
2017;nov;kulturenilund;verksamhet;medlem;657
2017;nov;kulturenilund;verksamhet;pensionär;546
2017;nov;kulturenilund;verksamhet;rabatt;157
2017;nov;kulturenilund;verksamhet;student;339
2017;nov;kulturenilund;anläggning;total;10727
2017;nov;kulturensostarp;kombinerat;total;1931
2017;nov;livetsmuseum;kombinerat;total;1290
2017;nov;hokeriet;kombinerat;total;405
2017;nov;tegnermuseet;kombinerat;total;14
2017;nov;bosjokloster;kombinerat;total;20
2017;nov;medicinhistoriska;kombinerat;total;269
2017;nov;norlindmuseet;kombinerat;total;0
2017;dec;kulturenilund;verksamhet;vuxen;3567
2017;dec;kulturenilund;verksamhet;barn;2681
2017;dec;kulturenilund;verksamhet;fri-vuxen;642
2017;dec;kulturenilund;verksamhet;konferens;416
2017;dec;kulturenilund;verksamhet;medlem;1500
2017;dec;kulturenilund;verksamhet;pensionär;902
2017;dec;kulturenilund;verksamhet;rabatt;107
2017;dec;kulturenilund;verksamhet;student;1752
2017;dec;kulturenilund;anläggning;total;11281
2017;dec;kulturensostarp;kombinerat;total;2347
2017;dec;livetsmuseum;kombinerat;total;754
2017;dec;hokeriet;kombinerat;total;778
2017;dec;tegnermuseet;kombinerat;total;37
2017;dec;bosjokloster;kombinerat;total;20
2017;dec;medicinhistoriska;kombinerat;total;63
2017;dec;norlindmuseet;kombinerat;total;565
2018;jan;kulturenilund;verksamhet;vuxen;1220
2018;jan;kulturenilund;verksamhet;barn;1106
2018;jan;kulturenilund;verksamhet;fri-vuxen;373
2018;jan;kulturenilund;verksamhet;konferens;595
2018;jan;kulturenilund;verksamhet;medlem;516
2018;jan;kulturenilund;verksamhet;pensionär;509
2018;jan;kulturenilund;verksamhet;rabatt;60
2018;jan;kulturenilund;verksamhet;student;275
2018;jan;kulturenilund;anläggning;total;7352
2018;jan;kulturensostarp;kombinerat;total;233
2018;jan;livetsmuseum;kombinerat;total;836
2018;jan;hokeriet;kombinerat;total;226
2018;jan;tegnermuseet;kombinerat;total;35
2018;jan;bosjokloster;kombinerat;total;20
2018;jan;medicinhistoriska;kombinerat;total;151
2018;jan;norlindmuseet;kombinerat;total;0
2018;feb;kulturenilund;verksamhet;vuxen;1163
2018;feb;kulturenilund;verksamhet;barn;1722
2018;feb;kulturenilund;verksamhet;fri-vuxen;128
2018;feb;kulturenilund;verksamhet;konferens;82
2018;feb;kulturenilund;verksamhet;medlem;573
2018;feb;kulturenilund;verksamhet;pensionär;330
2018;feb;kulturenilund;verksamhet;rabatt;78
2018;feb;kulturenilund;verksamhet;student;271
2018;feb;kulturenilund;anläggning;total;8351
2018;feb;kulturensostarp;kombinerat;total;236
2018;feb;livetsmuseum;kombinerat;total;1089
2018;feb;hokeriet;kombinerat;total;290
2018;feb;tegnermuseet;kombinerat;total;28
2018;feb;bosjokloster;kombinerat;total;20
2018;feb;medicinhistoriska;kombinerat;total;283
2018;feb;norlindmuseet;kombinerat;total;0
2018;mar;kulturenilund;verksamhet;vuxen;1507
2018;mar;kulturenilund;verksamhet;barn;2007
2018;mar;kulturenilund;verksamhet;fri-vuxen;164
2018;mar;kulturenilund;verksamhet;konferens;292
2018;mar;kulturenilund;verksamhet;medlem;741
2018;mar;kulturenilund;verksamhet;pensionär;364
2018;mar;kulturenilund;verksamhet;rabatt;154
2018;mar;kulturenilund;verksamhet;student;354
2018;mar;kulturenilund;anläggning;total;9755
2018;mar;kulturensostarp;kombinerat;total;1047
2018;mar;livetsmuseum;kombinerat;total;966
2018;mar;hokeriet;kombinerat;total;471
2018;mar;tegnermuseet;kombinerat;total;13
2018;mar;bosjokloster;kombinerat;total;20
2018;mar;medicinhistoriska;kombinerat;total;258
2018;mar;norlindmuseet;kombinerat;total;0
2018;apr;kulturenilund;verksamhet;vuxen;1535
2018;apr;kulturenilund;verksamhet;barn;1271
2018;apr;kulturenilund;verksamhet;fri-vuxen;236
2018;apr;kulturenilund;verksamhet;konferens;457
2018;apr;kulturenilund;verksamhet;medlem;916
2018;apr;kulturenilund;verksamhet;pensionär;554
2018;apr;kulturenilund;verksamhet;rabatt;324
2018;apr;kulturenilund;verksamhet;student;415
2018;apr;kulturenilund;anläggning;total;18095
2018;apr;kulturensostarp;kombinerat;total;1735
2018;apr;livetsmuseum;kombinerat;total;746
2018;apr;hokeriet;kombinerat;total;396
2018;apr;tegnermuseet;kombinerat;total;25
2018;apr;bosjokloster;kombinerat;total;20
